# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 08:16:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/binary/binary-202604291616-4-7b9034.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161628/binary/binary-profile-202604291616-4-5085d6.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.550692
# Diagonal elements of inverse mass matrix:
# 0.0161327, 0.0437305
-284.93006,0.86281901,0.55069164,1,3,0,285.95497,0.23568621,-1.0694727,0.34318942
-285.08999,0.94409382,0.55069164,2,7,0,286.02478,-0.017892713,-1.0871199,0.33718623
-285.06991,0.99226635,0.55069164,2,7,0,285.43741,0.012114169,-1.1391548,0.32008944
-284.7609,0.9503602,0.55069164,2,3,0,285.97421,-0.030566062,-0.99357731,0.37024982
-284.42906,0.997894,0.55069164,2,7,0,285.1763,0.032590257,-1.0619715,0.34577344
-284.32346,0.99645226,0.55069164,2,7,0,284.79867,0.16610896,-1.1251425,0.3246062
-284.72076,0.95141251,0.55069164,2,7,0,284.84697,0.080493772,-1.1839681,0.30606184
-286.55372,0.90671208,0.55069164,3,7,0,287.34844,-0.18526438,-0.79347168,0.45227192
-284.11505,0.95408417,0.55069164,3,7,0,287.25859,0.094543356,-1.0092544,0.36449064
-284.18764,0.96149011,0.55069164,2,3,0,284.40721,0.081659434,-1.0659099,0.34441434
-287.39508,0.85391478,0.55069164,2,7,0,288.10908,0.3671285,-1.5065517,0.22167306
-285.59714,1,0.55069164,2,3,0,287.3403,0.29768767,-1.3012659,0.27218702
-284.27643,0.98992145,0.55069164,2,3,0,285.71214,0.15414136,-1.1173089,0.32715901
-285.27825,0.92877194,0.55069164,2,7,0,285.337,0.27825138,-1.1487575,0.31703042
-285.21443,0.94362339,0.55069164,2,3,0,286.06157,0.26984358,-1.1254653,0.32450145
-284.97085,0.981365,0.55069164,3,7,0,285.64159,0.046863082,-1.178142,0.30785018
-285.82996,0.85247611,0.55069164,1,1,0,285.86621,0.0053501109,-1.2150935,0.29668227
-285.78872,1,0.55069164,2,3,0,286.11974,0.0047273864,-1.210053,0.29818149
-285.37558,0.99333412,0.55069164,2,5,0,286.04229,-0.013910079,-1.1335747,0.32188058
-284.27695,0.89230122,0.55069164,2,3,0,286.80112,0.14213133,-1.0004045,0.36773065
-285.54266,0.91600136,0.55069164,2,7,0,286.32623,-0.11166126,-0.72222679,0.48566957
-284.31662,0.85596313,0.55069164,3,7,0,286.66652,0.013709064,-0.96998329,0.37908937
-284.44705,0.99924852,0.55069164,3,7,0,284.55549,0.15178538,-1.1803891,0.30715919
-284.19495,0.99977855,0.55069164,2,7,0,284.46774,0.10878853,-0.97006076,0.37906001
-284.68219,0.96935373,0.55069164,2,7,0,284.88019,-0.039524772,-0.93084321,0.39422116
-284.22515,0.79631338,0.55069164,3,7,0,286.3083,0.030292845,-0.9457369,0.38839326
-284.38865,0.91383721,0.55069164,2,7,0,285.15421,0.17384022,-1.0430768,0.35236884
-284.4465,0.9874204,0.55069164,1,3,0,284.81956,0.18621531,-1.1539398,0.31539175
-284.78448,0.82993671,0.55069164,2,3,0,285.95288,0.12467345,-1.2321164,0.29167463
-284.80712,0.92391301,0.55069164,3,7,0,286.63532,-0.036439491,-0.98788623,0.37236295
-285.57919,0.98039812,0.55069164,3,7,0,285.692,0.0091053929,-0.67738262,0.50794474
-285.87299,0.966186,0.55069164,2,3,0,286.1936,0.05653236,-0.68235512,0.50542525
-285.87299,0.74353676,0.55069164,1,1,0,286.99265,0.05653236,-0.68235512,0.50542525
-285.7196,1,0.55069164,3,7,0,286.6183,0.27584222,-1.3648419,0.25542106
-285.16141,0.96636168,0.55069164,3,7,0,286.30357,0.14083421,-1.2926993,0.27452874
-285.64806,0.93312181,0.55069164,2,3,0,286.09456,0.24801936,-0.97313776,0.37789543
-284.16288,0.98919437,0.55069164,2,3,0,285.99243,0.12724689,-1.03278,0.35601586
-285.61036,0.7498593,0.55069164,1,3,0,286.02935,0.19539776,-0.87471585,0.41698049
-286.04106,0.79160153,0.55069164,2,3,0,288.7882,0.13831519,-0.75321838,0.47084874
-288.7612,0.94319875,0.55069164,3,7,0,289.35429,0.1980671,-1.6142664,0.19903662
-284.40879,1,0.55069164,2,7,0,289.87501,0.12376363,-0.9295142,0.39474543
-284.54207,0.95541555,0.55069164,2,3,0,285.04499,0.080545067,-0.85390947,0.42574723
-284.23426,0.98262832,0.55069164,2,7,0,284.83751,0.12398379,-0.97955221,0.3754792
-284.26086,0.99884536,0.55069164,3,7,0,284.40547,0.02565974,-0.91665447,0.39985453
-284.231,0.99972413,0.55069164,2,3,0,284.27969,0.044478359,-0.91368014,0.4010456
-286.71579,0.85078861,0.55069164,3,7,0,287.32687,-0.19327494,-0.66550698,0.51401287
-286.53193,0.89325078,0.55069164,2,3,0,287.9626,-0.1795381,-0.82844981,0.43672577
-285.33256,0.89836912,0.55069164,3,7,0,287.88028,-0.066720725,-1.011852,0.36354506
-284.90776,1,0.55069164,2,3,0,285.31938,-0.03697627,-1.0104504,0.36405499
-284.47606,1,0.55069164,2,3,0,284.98796,0.0016392239,-0.8451982,0.42947223
-286.35663,0.74914055,0.55069164,2,7,0,288.29621,0.30284999,-1.0187264,0.36105449
-284.21237,1,0.55069164,2,3,0,286.08506,0.11450914,-1.1016707,0.33231542
-284.47247,0.98795088,0.55069164,2,3,0,284.54085,0.1671581,-1.184432,0.30591989
-284.67437,0.99749097,0.55069164,3,7,0,284.70883,0.2205189,-1.1768396,0.30825139
-284.95444,0.98322731,0.55069164,2,3,0,285.22788,0.22372514,-1.2672146,0.28161494
-285.19715,0.96211917,0.55069164,2,3,0,285.36662,0.27455753,-1.2199911,0.29523279
-285.09164,0.95277018,0.55069164,2,3,0,285.74196,0.26021804,-1.1230814,0.32527593
-285.23166,0.99631833,0.55069164,2,7,0,286.20904,-0.096548327,-0.86279146,0.42198249
-284.64521,0.99751866,0.55069164,3,7,0,285.51305,0.09755985,-0.85392649,0.42573998
-284.27716,0.98656801,0.55069164,2,5,0,285.14045,0.16151301,-1.074931,0.3413213
-284.58361,0.96611881,0.55069164,2,3,0,284.62326,0.089673381,-1.1714034,0.30993167
-284.58931,0.99957996,0.55069164,2,7,0,284.89899,0.20910104,-1.1688478,0.31072475
-284.97806,0.91737615,0.55069164,2,7,0,285.63076,0.18772853,-0.93881902,0.39108943
-285.06033,0.99777044,0.55069164,2,7,0,285.08474,0.020942834,-1.1521226,0.31596538
-285.06033,0.811544,0.55069164,1,1,0,286.0092,0.020942834,-1.1521226,0.31596538
-284.19247,1,0.55069164,2,3,0,285.07755,0.089823793,-1.076922,0.34064241
-284.14362,0.96612738,0.55069164,3,7,0,284.88235,0.059118034,-0.98858842,0.37210157
-284.31857,0.96220959,0.55069164,2,3,0,284.56514,0.010794675,-0.91094696,0.40214323
-285.44797,0.47958344,0.55069164,2,3,0,290.08278,-0.049558507,-1.0717708,0.34240164
-285.58897,0.98316188,0.55069164,3,7,0,286.09506,0.00062814326,-1.1828868,0.30639297
-286.08357,0.95242039,0.55069164,2,5,0,286.67167,-0.061935006,-1.1227395,0.32538716
-284.19808,0.98930549,0.55069164,2,7,0,286.17169,0.12089054,-1.0964866,0.33404264
-285.17241,0.8842196,0.55069164,2,3,0,285.27735,0.10459314,-1.2668915,0.28170594
-285.00729,0.99819031,0.55069164,2,7,0,285.59121,0.065725309,-0.77555378,0.46044872
-284.44946,1,0.55069164,2,7,0,284.94763,-0.0074513693,-0.96059052,0.38266685
-284.68707,0.98819606,0.55069164,2,3,0,284.7582,0.023868571,-0.79553135,0.45134135
-284.65482,0.95715322,0.55069164,2,3,0,285.33839,-0.040368303,-0.86097023,0.42275172
-287.19593,0.76911187,0.55069164,2,3,0,287.42251,0.10481173,-0.63343797,0.53076391
-287.26306,0.98462636,0.55069164,1,1,0,287.84412,0.10671266,-0.63127816,0.5319115
-285.03012,0.85411987,0.55069164,2,3,0,289.18155,0.14270596,-0.85802218,0.42399985
-284.18776,0.98511545,0.55069164,2,7,0,285.74164,0.13827271,-1.06008,0.34642811
-286.55261,0.76800032,0.55069164,2,7,0,287.25414,0.14260617,-0.71951836,0.48698675
-286.00443,1,0.55069164,1,1,0,286.69309,0.1356569,-0.75291277,0.47099266
-284.39377,0.94474291,0.55069164,2,3,0,286.58101,0.11933796,-0.92647841,0.39594562
-284.48771,0.98511063,0.55069164,3,7,0,285.02176,0.14399108,-0.94473504,0.38878257
-284.26947,0.99827333,0.55069164,3,7,0,284.72996,0.15071002,-1.0273063,0.35796991
-286.00708,0.91452738,0.55069164,2,7,0,286.74971,0.33496108,-1.2781924,0.27854034
-284.45158,0.95923427,0.55069164,2,7,0,287.28521,0.14462692,-0.95384748,0.3852559
-284.1856,1,0.55069164,2,3,0,284.50306,0.13481495,-1.0773291,0.34050377
-284.33147,0.91476009,0.55069164,2,3,0,284.8708,0.099909895,-1.129412,0.32322326
-284.24295,0.99071338,0.55069164,2,7,0,284.71291,0.027343859,-0.96943828,0.37929604
-284.5707,0.93923388,0.55069164,2,5,0,285.03919,0.088737609,-1.1682336,0.31091566
-289.32002,0.49269087,0.55069164,2,3,0,291.47435,-0.12749995,-1.2554987,0.28493371
-284.91206,0.91611937,0.55069164,1,3,0,289.77771,-0.05228101,-0.96408508,0.38133193
-285.24762,0.94769774,0.55069164,1,1,0,285.28951,-0.075855236,-0.96766298,0.37997
-285.36335,0.99948553,0.55069164,3,7,0,285.64958,0.27370173,-1.0961107,0.33416825
-285.1111,1,0.55069164,1,1,0,285.37628,0.26202001,-1.1248292,0.32470791
-284.73291,0.92729868,0.55069164,2,7,0,286.41675,0.14262655,-0.89861071,0.4071349
-286.64137,0.79382453,0.55069164,2,3,0,287.45785,0.11978036,-1.4160712,0.24266553
-284.42876,0.9742683,0.55069164,2,7,0,287.16824,0.066749709,-1.115897,0.32762128
-284.22824,0.95304449,0.55069164,1,3,0,284.9147,0.13435578,-1.0039211,0.36643979
-284.50775,0.8902471,0.55069164,2,3,0,285.15246,0.048913504,-1.1071044,0.33051463
-284.11892,0.98204765,0.55069164,1,3,0,284.6581,0.10289464,-1.0225754,0.35966745
-284.2706,0.93128202,0.55069164,2,3,0,284.6623,0.092535876,-1.1063693,0.33075768
-284.17701,0.96677188,0.55069164,2,7,0,284.59949,0.11644068,-0.99185817,0.37088688
-284.4346,0.9888861,0.55069164,2,7,0,284.64935,0.18707427,-1.1434764,0.31870913
-285.15572,0.90869629,0.55069164,2,7,0,285.44064,0.045997834,-1.2003201,0.30109781
-286.18614,0.83191622,0.55069164,1,1,0,286.19987,0.014819997,-1.2620192,0.28308186
-284.27044,1,0.55069164,2,3,0,286.09373,0.069303758,-0.90457188,0.40471511
-284.40641,0.98869453,0.55069164,1,3,0,284.71789,0.010588582,-0.86193787,0.42234284
-284.44052,0.99864201,0.55069164,2,3,0,284.49368,-0.007689079,-0.87593943,0.41647059
-284.25496,0.99803426,0.55069164,2,3,0,284.5032,0.043065439,-0.90323431,0.40525681
-284.14509,0.99721776,0.55069164,3,7,0,284.40569,0.0634425,-1.0088686,0.3646313
-285.05667,0.89736433,0.55069164,3,7,0,285.5195,0.019756767,-0.74039088,0.47692746
-284.76706,1,0.55069164,3,7,0,285.17302,0.2159125,-1.2279138,0.292903
-285.65786,0.78790471,0.55069164,2,3,0,286.41411,0.10941624,-1.3225565,0.26645325
-284.29688,1,0.55069164,2,3,0,285.47491,0.15864734,-1.1227714,0.32537678
-284.76318,0.96387845,0.55069164,1,3,0,285.22805,0.21256331,-1.2310116,0.29199704
-284.53255,0.76031635,0.55069164,2,5,0,286.8117,0.019699069,-1.0615682,0.34591291
-284.33571,1,0.55069164,2,3,0,284.56333,0.1033991,-0.9190916,0.39888122
-286.69363,0.88998431,0.55069164,2,7,0,287.36587,-0.18372487,-0.63127736,0.53191192
-284.19924,0.99163089,0.55069164,3,7,0,287.12592,0.037438397,-0.96200013,0.38212782
-285.58656,0.89397198,0.55069164,2,7,0,286.90842,0.30509174,-1.1951759,0.30265071
-285.18541,0.9674338,0.55069164,2,7,0,286.27659,0.077808704,-1.2420434,0.28879348
-284.71928,0.9654938,0.55069164,1,3,0,286.17491,0.20279116,-1.2289384,0.29260303
-284.66765,0.99705056,0.55069164,3,7,0,284.85976,0.18314919,-1.2275037,0.29302313
-284.88712,0.97517004,0.55069164,3,7,0,285.07981,0.23265154,-1.0711608,0.3426106
-284.68085,1,0.55069164,3,7,0,285.15558,0.11088658,-1.2062244,0.29932528
-285.66514,0.92138408,0.55069164,2,7,0,287.45039,0.0008489771,-0.6650464,0.51424966
-286.04171,0.95810453,0.55069164,3,7,0,286.73932,0.12636148,-1.3721288,0.25356658
-284.93409,0.94844326,0.55069164,2,3,0,286.7087,0.2371123,-1.2444418,0.28810167
-284.59373,0.81562821,0.55069164,2,5,0,286.68467,-0.011163449,-1.004007,0.36640829
-284.14179,0.98803055,0.55069164,2,3,0,284.77421,0.062420098,-0.96800669,0.37983942
-284.31972,0.9698267,0.55069164,2,3,0,284.41363,0.071439742,-0.89237225,0.40968273
-284.67119,0.96624614,0.55069164,2,7,0,285.36687,0.14092916,-1.2232478,0.29427286
-284.28308,0.997876,0.55069164,2,7,0,284.76184,0.14355669,-1.0012674,0.36741347
-284.76833,0.8375104,0.55069164,2,3,0,285.84418,0.096788363,-1.2074402,0.29896158
-284.76306,0.97607398,0.55069164,3,7,0,285.50713,-0.018207658,-0.78285708,0.45709818
-284.60227,0.93694548,0.55069164,1,3,0,285.34826,-0.030797196,-0.93278823,0.39345513
-286.19957,0.86303373,0.55069164,3,7,0,287.22069,-0.1372355,-0.63079826,0.53216683
-284.3641,1,0.55069164,2,3,0,286.17247,0.0017050087,-0.90479318,0.40462556
