# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 06:59:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-202604291459-1-053c0f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-profile-202604291459-1-030534.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
# Adaptation terminated
# Step size = 0.352537
# Diagonal elements of inverse mass matrix:
# 2.83289, 3.80869, 0.0111165
-160.70991,0.945404,0.35253716,4,15,0,162.19272,48.846588,0.088845258,5.0853065,0.088845258
-161.07339,0.93822611,0.35253716,4,15,0,162.3014,49.248148,-0.90862686,6.2729426,-0.90862686
-161.76878,0.93677647,0.35253716,2,3,0,162.17392,49.112923,-1.2814374,6.1342012,-1.2814374
-162.56854,0.95522258,0.35253716,3,7,0,163.25988,48.664563,-0.98236617,6.2748941,-0.98236617
-162.49103,0.95408344,0.35253716,3,11,0,164.52212,53.887925,-1.8886163,6.1584854,-1.8886163
-160.0847,0.93472964,0.35253716,3,15,0,163.43642,53.625866,-2.8448923,4.5581428,-2.8448923
-159.87042,0.9557843,0.35253716,4,15,0,162.92837,49.819173,-1.2742807,5.8550376,-1.2742807
-158.60995,0.98709352,0.35253716,4,15,0,160.08119,53.199102,-2.7584226,4.9093771,-2.7584226
-158.34825,0.69259625,0.35253716,3,15,0,160.88773,51.30754,-0.78257501,5.0790473,-0.78257501
-158.4001,0.95617792,0.35253716,3,7,0,159.23826,52.195992,-1.7910637,4.7793817,-1.7910637
-159.05825,0.96757646,0.35253716,2,3,0,159.07008,51.37653,-2.3847187,4.6004029,-2.3847187
-161.86982,0.99520425,0.35253716,3,7,0,163.833,55.227107,-5.4959705,4.4361538,-5.4959705
-159.68023,0.99886444,0.35253716,3,15,0,164.64237,50.049434,0.12625942,4.6871369,0.12625942
-158.95609,0.99652295,0.35253716,4,15,0,160.07272,53.801329,-4.0764849,5.5664058,-4.0764849
-160.27459,0.97645591,0.35253716,4,15,0,160.77506,55.026521,-5.2767459,4.9364458,-5.2767459
-158.79038,0.97378447,0.35253716,3,7,0,160.87781,53.312699,-2.9844954,5.5805252,-2.9844954
-157.95113,0.95038887,0.35253716,2,7,0,160.77682,52.040186,-2.2575491,4.8556791,-2.2575491
-158.3708,0.98477928,0.35253716,2,3,0,158.41487,51.856768,-2.1747603,4.6282757,-2.1747603
-160.55919,0.90755824,0.35253716,3,7,0,161.11659,50.060794,-0.42231797,4.4193705,-0.42231797
-163.58889,0.47027889,0.35253716,3,7,0,164.75257,51.542588,0.38550483,4.404798,0.38550483
-159.78002,1,0.35253716,3,7,0,164.15546,50.649107,0.67860577,5.4335039,0.67860577
-159.13353,0.99711606,0.35253716,2,7,0,160.26405,50.846291,-2.4064819,5.3523088,-2.4064819
-158.27913,0.98224434,0.35253716,2,7,0,159.80534,50.681365,-0.62630302,5.4119255,-0.62630302
-158.78414,0.88971995,0.35253716,3,11,0,159.73057,53.768486,-4.2385644,5.4124398,-4.2385644
-158.36589,0.94229395,0.35253716,4,15,0,159.25429,51.573277,-2.1465622,5.7364253,-2.1465622
-159.21442,0.97344536,0.35253716,2,7,0,160.74952,51.194181,-1.0282463,4.4935293,-1.0282463
-159.21442,0.91917183,0.35253716,1,3,0,161.59518,51.194181,-1.0282463,4.4935293,-1.0282463
-158.99488,0.98246231,0.35253716,4,15,0,161.34596,53.772451,-4.7625288,5.0743347,-4.7625288
-159.01065,0.92591784,0.35253716,4,15,0,162.03774,52.658532,-2.1230295,5.8403557,-2.1230295
-158.24285,0.95539207,0.35253716,2,3,0,159.47094,52.400863,-2.2012233,5.5393406,-2.2012233
-158.24285,0.6476748,0.35253716,1,3,0,160.38272,52.400863,-2.2012233,5.5393406,-2.2012233
-158.59779,0.99652472,0.35253716,4,15,0,158.80872,51.149234,-1.8867322,5.8082115,-1.8867322
-158.0655,0.98391878,0.35253716,3,15,0,162.13381,52.394302,-2.7006585,5.4920175,-2.7006585
-161.17103,0.46257645,0.35253716,2,5,0,165.56461,54.84432,-5.9891795,5.9844215,-5.9891795
-157.89854,0.99755663,0.35253716,3,11,0,161.13812,51.806072,-2.3098379,4.9726084,-2.3098379
-162.05479,0.2573818,0.35253716,2,3,0,163.53036,53.288318,-1.1664826,5.1148152,-1.1664826
-158.47255,1,0.35253716,2,3,0,161.44006,52.979947,-2.4465261,5.14256,-2.4465261
-158.07346,1,0.35253716,2,3,0,158.3722,52.252259,-3.1329548,5.1802768,-3.1329548
-158.37216,0.96198251,0.35253716,3,9,0,158.83397,50.446667,-0.45962122,5.3478575,-0.45962122
-158.85085,0.92284467,0.35253716,2,3,0,159.02086,50.676128,0.0812875,5.3708964,0.0812875
-159.81493,0.97210555,0.35253716,3,7,0,161.13422,50.376904,0.55384499,4.8678065,0.55384499
-161.59563,0.88871178,0.35253716,3,15,0,162.80022,50.319315,-1.5777183,4.3240642,-1.5777183
-160.12436,0.97812268,0.35253716,4,15,0,163.13614,54.635529,-4.3042849,5.6567033,-4.3042849
-161.06564,0.93739152,0.35253716,4,15,0,162.284,49.565287,-1.120919,6.4550458,-1.120919
-162.55708,0.99855509,0.35253716,3,7,0,163.14669,49.400349,1.8470612,6.9630243,1.8470612
-161.00836,1,0.35253716,2,3,0,162.61131,49.374971,0.3057557,6.6857033,0.3057557
-159.14788,1,0.35253716,3,7,0,161.94701,50.807301,-0.86525382,6.1149796,-0.86525382
-159.14788,0.47899147,0.35253716,1,3,0,163.02748,50.807301,-0.86525382,6.1149796,-0.86525382
-158.95907,0.99622046,0.35253716,3,9,0,159.69649,53.179393,-3.5408981,4.5139035,-3.5408981
-158.5596,0.84886015,0.35253716,3,7,0,159.94218,53.642529,-3.6034772,5.1003074,-3.6034772
-159.17574,0.81529852,0.35253716,3,7,0,159.91442,52.829746,-4.3467254,4.947789,-4.3467254
-161.83003,0.70789595,0.35253716,3,15,0,162.69037,50.434223,1.7220753,5.8035857,1.7220753
-160.571,0.95249774,0.35253716,3,15,0,163.6141,50.164218,-1.9318357,6.2079783,-1.9318357
-160.50198,0.99637576,0.35253716,3,11,0,162.02236,49.954833,0.29034132,6.5463045,0.29034132
-158.40106,0.99238822,0.35253716,3,7,0,160.72679,50.707852,-1.4522431,5.5186305,-1.4522431
-160.39402,0.96277928,0.35253716,2,7,0,161.01101,49.637396,1.1956522,6.2017431,1.1956522
-158.87095,1,0.35253716,3,7,0,161.19306,49.959472,-0.64577519,5.1759524,-0.64577519
-158.29162,0.95600786,0.35253716,4,15,0,159.35314,52.210256,-1.9950246,5.6051122,-1.9950246
-163.39302,0.90697463,0.35253716,3,7,0,163.87368,54.324473,-6.0361961,6.8911176,-6.0361961
-161.3233,0.87407126,0.35253716,4,15,0,166.36939,48.399911,0.16560563,6.0363945,0.16560563
-160.90452,0.99760302,0.35253716,4,15,0,161.41388,50.158285,1.4791685,5.9384453,1.4791685
-158.09666,0.89944279,0.35253716,3,15,0,162.74478,52.546556,-2.4053299,4.8908749,-2.4053299
-159.96743,0.80886081,0.35253716,3,7,0,161.14172,50.745129,-1.8596045,4.5078068,-1.8596045
-159.89019,1,0.35253716,2,3,0,160.26082,51.483018,-0.5146484,4.5840811,-0.5146484
-159.10909,0.78227341,0.35253716,2,3,0,160.95368,50.396529,-0.68353693,4.6903472,-0.68353693
-158.78398,0.95916684,0.35253716,3,7,0,159.97903,51.313888,-0.89675011,4.6922831,-0.89675011
-158.38318,0.96409694,0.35253716,1,3,0,159.57319,51.644416,-1.1344572,4.9089266,-1.1344572
-158.50502,0.99620179,0.35253716,2,3,0,158.65137,51.604187,-1.0830686,4.8375273,-1.0830686
-158.31262,0.99956349,0.35253716,4,15,0,158.65485,52.129608,-2.8117066,5.6488626,-2.8117066
-158.59858,0.98394773,0.35253716,4,15,0,158.93722,53.481298,-3.3792065,5.4142466,-3.3792065
-159.41467,0.99000512,0.35253716,3,15,0,161.27532,50.612618,-1.3697575,6.1741607,-1.3697575
-158.28545,0.88563225,0.35253716,4,15,0,161.69675,50.955033,-0.63157265,5.1271293,-0.63157265
-158.98625,0.9093632,0.35253716,4,15,0,159.45137,51.812859,-0.8757003,5.6542691,-0.8757003
-158.85554,0.99732118,0.35253716,3,11,0,159.2954,52.320535,-1.6363371,4.7292197,-1.6363371
-158.47254,0.98448209,0.35253716,3,7,0,160.86184,53.03166,-2.6583901,4.8844795,-2.6583901
-158.1424,1,0.35253716,3,7,0,158.39943,52.825985,-2.8932542,4.8484847,-2.8932542
-159.69633,0.98158834,0.35253716,3,7,0,159.9669,54.294547,-5.044426,4.7363125,-5.044426
-158.18824,0.98256434,0.35253716,3,7,0,160.84367,52.647178,-3.1410612,4.7718753,-3.1410612
-158.66226,0.80083495,0.35253716,4,15,0,159.7086,53.388038,-4.3709064,5.1293889,-4.3709064
-158.48606,0.98397658,0.35253716,3,15,0,160.5086,51.535232,-1.3018443,5.7604067,-1.3018443
-158.06227,0.99195396,0.35253716,4,15,0,158.60972,52.69488,-3.0149086,4.8529565,-3.0149086
-158.3543,0.91662085,0.35253716,4,15,0,158.63215,52.432942,-1.9107945,4.9415079,-1.9107945
-158.37395,1,0.35253716,2,7,0,159.25884,52.889925,-3.8790928,5.1000178,-3.8790928
-160.10796,0.78445653,0.35253716,2,3,0,160.25698,52.391977,-4.420981,4.9785027,-4.420981
-158.56878,0.99660031,0.35253716,3,7,0,160.26243,52.72325,-2.9620879,5.7608452,-2.9620879
-158.02899,0.95433075,0.35253716,4,15,0,159.02299,52.59039,-2.9739925,4.8612303,-2.9739925
-159.10041,0.86098065,0.35253716,4,15,0,159.72095,50.427685,-1.4246523,5.8778852,-1.4246523
-158.47826,1,0.35253716,2,3,0,159.10299,51.004924,-0.63218554,5.6120666,-0.63218554
-158.40359,0.99880767,0.35253716,3,7,0,158.96991,51.526076,-1.7341481,5.7894059,-1.7341481
-160.25157,0.86890828,0.35253716,3,15,0,160.68492,51.508185,-3.3015246,6.1671449,-3.3015246
-159.64241,0.99855617,0.35253716,3,7,0,160.41875,52.338856,-2.4461099,6.3081285,-2.4461099
-160.27252,0.99269295,0.35253716,4,15,0,162.00091,54.585842,-5.3881147,5.7963743,-5.3881147
-160.42101,0.7782402,0.35253716,4,15,0,162.72611,48.967819,-0.18404075,5.2664937,-0.18404075
-158.09423,0.9971484,0.35253716,4,15,0,161.64004,52.614209,-3.1624242,4.854057,-3.1624242
-158.05181,0.75740974,0.35253716,2,7,0,159.92897,51.462963,-1.8995184,5.514238,-1.8995184
-160.67087,0.55487302,0.35253716,2,3,0,161.32929,50.387063,-2.6152046,5.6195211,-2.6152046
-162.48554,1,0.35253716,3,7,0,164.69819,50.057683,-0.63940667,7.306782,-0.63940667
-160.52071,0.9367033,0.35253716,3,7,0,164.24007,51.829292,-1.8378189,6.668903,-1.8378189
-159.60869,0.99225294,0.35253716,3,15,0,162.07617,49.370116,0.19858579,5.9299038,0.19858579
-158.66638,0.88250729,0.35253716,3,15,0,161.78881,52.41632,-3.4571803,5.6814925,-3.4571803
-158.47472,0.99818124,0.35253716,3,15,0,159.21958,53.426897,-3.8187376,5.3907364,-3.8187376
-160.28123,0.96616292,0.35253716,3,7,0,160.64962,54.194215,-4.3980765,4.4085332,-4.3980765
-161.02334,0.97651458,0.35253716,2,3,0,161.27723,53.851359,-4.8494566,4.2644017,-4.8494566
-162.05505,0.82240289,0.35253716,4,15,0,164.61596,51.43271,-2.9324403,7.0214163,-2.9324403
-159.39461,0.97013891,0.35253716,3,7,0,163.02418,51.881984,-3.6294733,4.9957235,-3.6294733
-159.61281,0.99456099,0.35253716,3,7,0,160.73134,54.272096,-5.3660872,5.13969,-5.3660872
-158.45177,0.98240703,0.35253716,3,11,0,160.43401,52.141106,-1.737404,5.6437856,-1.737404
-158.7588,0.98929861,0.35253716,3,11,0,159.48263,52.061682,-2.4592991,4.485512,-2.4592991
-159.79342,0.94095434,0.35253716,2,3,0,159.8672,52.121347,-2.0639773,4.2546773,-2.0639773
-158.70248,0.54754839,0.35253716,2,3,0,161.61541,52.092466,-3.2429623,4.7549267,-3.2429623
-158.21972,0.85553979,0.35253716,4,15,0,159.85431,50.881509,-1.5861569,5.3860029,-1.5861569
-158.71001,0.874732,0.35253716,2,7,0,159.88315,51.008938,-0.23491681,5.3527839,-0.23491681
-160.03484,0.9361559,0.35253716,3,15,0,160.84073,52.225341,-1.2878974,4.478694,-1.2878974
-158.36635,1,0.35253716,3,7,0,160.51506,51.612189,-1.3496805,4.7636004,-1.3496805
-159.29707,0.99580864,0.35253716,4,15,0,159.86046,50.752724,-1.0802785,6.1883462,-1.0802785
-159.08801,0.94758406,0.35253716,2,7,0,163.9861,53.200917,-3.2871306,4.4819053,-3.2871306
-159.7062,0.76955063,0.35253716,4,15,0,161.60561,52.11494,-3.406313,6.1579171,-3.406313
-158.32653,0.90561494,0.35253716,4,15,0,161.44728,52.121027,-1.8422169,4.7516134,-1.8422169
-158.33146,0.97245583,0.35253716,3,11,0,159.11661,52.109514,-3.1604758,5.4434182,-3.1604758
-158.12166,0.89682693,0.35253716,2,7,0,159.18247,51.70436,-2.629475,5.3075861,-2.629475
-158.82757,0.95389464,0.35253716,2,7,0,159.64362,52.852082,-2.2114808,4.786725,-2.2114808
-159.66211,0.54851678,0.35253716,2,3,0,162.10783,52.775306,-3.2722481,4.2857517,-3.2722481
-160.58016,0.71255382,0.35253716,4,15,0,161.37451,52.005269,-1.283342,6.5469236,-1.283342
-161.00684,0.99390073,0.35253716,4,15,0,161.44725,52.846362,-3.6997164,4.1016328,-3.6997164
-159.70608,0.99733549,0.35253716,3,7,0,161.66535,53.557121,-3.4691287,4.4047784,-3.4691287
-160.75089,0.98186568,0.35253716,2,3,0,160.86805,53.633919,-4.718134,4.2997167,-4.718134
-160.16409,0.68350043,0.35253716,3,7,0,163.12796,53.888843,-5.4129568,4.8062261,-5.4129568
-159.06361,1,0.35253716,2,3,0,160.07905,54.156888,-4.2195313,4.9957092,-4.2195313
-158.60088,0.88911181,0.35253716,3,7,0,160.44825,53.187377,-3.0051552,4.7393816,-3.0051552
-159.32616,0.96539151,0.35253716,4,15,0,160.03543,50.388864,-1.2697778,6.0537297,-1.2697778
-159.74948,0.90871528,0.35253716,3,15,0,160.82829,50.068769,0.97930739,5.678213,0.97930739
-159.60898,0.98741341,0.35253716,3,15,0,160.9403,51.53704,-2.9332065,6.0947501,-2.9332065
-158.7545,0.99584974,0.35253716,4,15,0,160.34148,52.1306,-3.2743635,4.7238827,-3.2743635
-161.26587,0.643391,0.35253716,3,15,0,162.81951,55.073895,-4.0771038,5.1100328,-4.0771038
-159.02194,0.77544556,0.35253716,4,15,0,163.46974,51.816217,-2.954556,5.9137492,-2.954556
-160.13337,0.89123781,0.35253716,3,7,0,161.28002,52.333814,-2.6288483,6.4955346,-2.6288483
-159.32996,0.91770656,0.35253716,4,15,0,161.21371,51.960679,-1.251458,6.0241451,-1.251458
-159.0853,0.58507414,0.35253716,2,7,0,164.30333,53.121968,-3.8858427,5.857833,-3.8858427
-159.85536,0.98196168,0.35253716,3,15,0,161.48447,50.325483,-0.022631294,6.3155387,-0.022631294
-158.88233,0.88790188,0.35253716,2,7,0,165.91659,53.190359,-3.7603241,4.5705601,-3.7603241
-159.41353,0.3962991,0.35253716,2,3,0,161.88708,53.120246,-2.3345186,4.6718537,-2.3345186
-158.78081,0.98293226,0.35253716,2,7,0,160.28764,52.429763,-3.7490991,5.5379378,-3.7490991
-158.56124,0.99506532,0.35253716,3,15,0,159.66896,51.614487,-0.86352557,5.053879,-0.86352557
-159.39905,0.95737923,0.35253716,4,15,0,159.55899,53.519608,-2.7419195,5.6261576,-2.7419195
-158.54764,0.9953672,0.35253716,4,15,0,160.5991,51.728075,-1.0279414,5.5081567,-1.0279414
-158.63943,0.96492458,0.35253716,2,7,0,159.24579,50.295763,-1.0522326,5.1335116,-1.0522326
-158.46674,0.99977582,0.35253716,3,11,0,158.84284,52.904395,-3.9511361,5.2842774,-3.9511361
-158.19271,0.99236105,0.35253716,2,7,0,159.11135,52.638094,-2.2911826,4.9992449,-2.2911826
-158.14391,0.76995062,0.35253716,2,3,0,159.59946,52.438581,-2.0379371,5.1453334,-2.0379371
-158.52209,0.97798553,0.35253716,2,7,0,158.95011,50.841916,-1.87597,5.0893163,-1.87597
-158.68344,0.67636473,0.35253716,3,11,0,162.08666,52.089204,-2.6672714,4.5309268,-2.6672714
-158.85483,0.8845344,0.35253716,4,15,0,159.98164,51.813357,-1.6565515,5.9831711,-1.6565515
-158.08211,0.97585432,0.35253716,4,15,0,159.66312,51.783135,-1.7338363,4.8294137,-1.7338363
-157.93989,0.98124426,0.35253716,4,15,0,158.65242,52.054322,-1.8627928,5.0936599,-1.8627928
-159.22532,0.97369748,0.35253716,2,7,0,159.85087,51.666762,-2.4497021,6.1390123,-2.4497021
-158.16003,0.99468902,0.35253716,3,11,0,159.88637,52.835539,-3.3029728,4.8403301,-3.3029728
-158.0727,0.99633957,0.35253716,3,15,0,158.48676,51.505759,-1.8425327,4.8333385,-1.8425327
-159.03439,0.89461636,0.35253716,3,7,0,159.33329,51.296857,-0.7577835,4.6555673,-0.7577835
-158.82555,0.99305235,0.35253716,4,15,0,159.84201,52.433625,-2.5408487,5.9445945,-2.5408487
-158.30146,1,0.35253716,3,7,0,159.16977,52.803911,-3.1778636,5.5607234,-3.1778636
-158.62745,0.98944219,0.35253716,3,7,0,159.54198,52.866481,-3.1752878,4.5723094,-3.1752878
-159.76836,0.85569261,0.35253716,3,15,0,161.29203,50.351597,-0.81022858,4.5163031,-0.81022858
-160.38382,0.85844674,0.35253716,4,15,0,161.47719,54.297607,-3.9392842,6.0168836,-3.9392842
-161.59104,0.947055,0.35253716,2,3,0,161.85671,54.960956,-4.0741326,6.027272,-4.0741326
-160.28655,0.944502,0.35253716,4,15,0,163.53437,54.774844,-4.914966,4.6888173,-4.914966
-158.76476,0.95612519,0.35253716,3,7,0,161.24471,51.556294,-1.9737931,5.9803275,-1.9737931
-159.76746,0.92931987,0.35253716,3,15,0,160.6048,49.985534,-0.46857318,6.2662066,-0.46857318
-159.23892,0.98677778,0.35253716,3,15,0,160.76662,52.167118,-1.9190297,6.1168456,-1.9190297
-158.89698,0.99275125,0.35253716,2,3,0,159.39632,51.283963,-2.2197349,5.9286334,-2.2197349
-158.06659,1,0.35253716,3,7,0,159.12848,51.598777,-1.660794,5.5360911,-1.660794
-158.089,0.99565953,0.35253716,3,7,0,158.53212,51.278427,-1.2744984,5.4900173,-1.2744984
-157.85693,0.95017819,0.35253716,2,7,0,158.59328,51.946493,-2.5182191,5.1372134,-2.5182191
-157.848,0.9659846,0.35253716,2,7,0,158.09505,51.734143,-1.8842432,5.0205883,-1.8842432
-159.26018,0.72991097,0.35253716,3,11,0,161.10596,50.988058,0.1399697,5.4253556,0.1399697
-160.79536,0.94100704,0.35253716,3,7,0,161.72995,50.385314,1.145695,5.0211831,1.145695
-159.24833,1,0.35253716,3,15,0,160.95889,49.990855,-0.84270065,5.884356,-0.84270065
-159.67268,0.98552528,0.35253716,2,3,0,159.80058,50.541685,0.21668152,6.0940924,0.21668152
-158.58349,0.99227299,0.35253716,3,11,0,160.23356,53.358187,-2.9431484,5.1295047,-2.9431484
-158.50749,0.99922624,0.35253716,2,7,0,159.51738,50.680404,-1.6720776,5.2462305,-1.6720776
-158.60482,0.9976241,0.35253716,3,15,0,158.75083,51.801612,-1.0889704,5.555741,-1.0889704
-157.82551,0.96952528,0.35253716,2,7,0,159.04504,51.962315,-2.1066916,5.2556062,-2.1066916
-158.11969,0.98832585,0.35253716,4,15,0,158.29136,51.781862,-1.9715333,4.7584739,-1.9715333
-158.96527,0.90502261,0.35253716,3,7,0,159.3126,52.723853,-2.4816652,4.5102975,-2.4816652
-159.69358,0.90609549,0.35253716,3,7,0,159.79389,53.039721,-2.3846492,4.4855056,-2.3846492
-158.33084,0.91524389,0.35253716,2,3,0,160.34899,52.558683,-2.5771495,4.6780525,-2.5771495
-159.94951,0.55248727,0.35253716,3,7,0,161.50574,51.837775,-3.3259043,4.5226133,-3.3259043
-158.36708,0.8411616,0.35253716,3,7,0,161.38282,51.11821,-1.4882868,4.7633969,-1.4882868
-159.0836,0.74301586,0.35253716,2,3,0,159.43715,51.729545,-0.81449943,4.8254346,-0.81449943
-159.5412,0.92202106,0.35253716,3,7,0,160.73196,50.626347,-0.65076993,4.5035128,-0.65076993
-160.30795,0.56512356,0.35253716,3,11,0,163.26046,54.854418,-5.0954271,5.7192488,-5.0954271
-160.00352,0.97125222,0.35253716,3,15,0,163.35321,51.292984,-1.8588906,6.4937769,-1.8588906
-158.69445,0.98448313,0.35253716,3,7,0,160.85733,51.130569,-0.54571101,4.887703,-0.54571101
-158.42809,0.96567356,0.35253716,3,11,0,159.82257,51.702541,-2.8690322,5.0003894,-2.8690322
-158.68239,0.99626434,0.35253716,2,7,0,159.75454,53.12734,-2.7333859,5.5487856,-2.7333859
-160.60047,0.89775017,0.35253716,3,7,0,161.05623,52.153148,-3.7692554,6.3886363,-3.7692554
-161.11922,0.99132698,0.35253716,3,15,0,161.78923,51.047238,-1.4871266,4.1189839,-1.4871266
-161.53956,0.99084913,0.35253716,2,3,0,161.65697,50.922937,-1.3389824,4.0778467,-1.3389824
-160.70803,1,0.35253716,2,3,0,161.80805,51.335398,-1.7885177,4.143302,-1.7885177
-159.19241,0.47422332,0.35253716,4,15,0,162.95343,51.205193,-1.1573188,4.4762077,-1.1573188
-160.28753,0.89469461,0.35253716,2,3,0,160.59245,51.080982,-1.4764742,4.244183,-1.4764742
-160.97463,0.8707997,0.35253716,2,3,0,161.62824,50.971577,-0.79364041,4.1790278,-0.79364041
-159.56425,0.4278435,0.35253716,3,7,0,164.13498,50.326997,-1.9731046,5.4419472,-1.9731046
-160.85623,0.96222,0.35253716,2,7,0,163.978,53.606031,-2.1844977,4.7877241,-2.1844977
-158.23736,0.90172694,0.35253716,2,7,0,162.3772,51.756149,-2.6342872,4.8710997,-2.6342872
-157.98507,0.99869766,0.35253716,2,7,0,158.94254,52.311818,-3.0152268,5.0108527,-3.0152268
-157.98754,0.95397002,0.35253716,2,7,0,159.6576,51.926278,-1.7439563,4.9775902,-1.7439563
-158.78565,0.93098297,0.35253716,2,7,0,159.67721,52.199575,-2.945919,5.9009194,-2.945919
-158.90313,0.82171157,0.35253716,3,11,0,162.2226,50.143654,0.14427987,5.0582658,0.14427987
-161.50131,0.57230816,0.35253716,4,15,0,164.51314,51.829631,-3.7638477,4.4255289,-3.7638477
-163.57006,0.77935308,0.35253716,2,3,0,165.61359,54.173672,-3.3118623,4.0453494,-3.3118623
-162.75989,1,0.35253716,2,3,0,164.05317,53.509039,-4.7804565,4.0163521,-4.7804565
-159.69583,1,0.35253716,2,3,0,163.05737,54.039752,-3.9397899,4.5603262,-3.9397899
-159.03988,0.86557429,0.35253716,4,15,0,161.37832,51.657226,-1.7090852,6.1049697,-1.7090852
-160.47057,0.90468524,0.35253716,2,3,0,160.4812,50.98521,-2.4936754,6.424273,-2.4936754
-159.58741,0.9789474,0.35253716,3,7,0,161.57261,49.7486,-1.0938642,5.5373576,-1.0938642
-160.14356,0.84328071,0.35253716,1,1,0,160.39537,49.661698,-1.3396966,5.4776173,-1.3396966
-159.41935,0.78597224,0.35253716,2,3,0,162.96241,49.922536,-1.2297122,5.5942472,-1.2297122
-159.8782,0.9785324,0.35253716,3,15,0,162.07873,53.386232,-4.3109905,4.3995332,-4.3109905
-158.53951,0.93836788,0.35253716,3,7,0,161.0829,51.95573,-1.2897835,4.9040098,-1.2897835
-158.29613,0.99820219,0.35253716,3,15,0,158.83864,52.896062,-2.6988787,4.8537224,-2.6988787
-160.85316,0.87833196,0.35253716,3,11,0,161.66483,50.032465,-1.0295721,6.6622364,-1.0295721
-160.2195,1,0.35253716,3,7,0,161.16252,50.345636,0.099318565,6.4448022,0.099318565
-160.38152,0.99634922,0.35253716,2,3,0,160.66173,50.495105,-0.40561534,6.5939224,-0.40561534
-161.62087,0.96760892,0.35253716,1,3,0,162.57152,50.402301,-0.33666377,7.0373355,-0.33666377
-162.56201,0.96376795,0.35253716,2,3,0,162.70361,49.539233,-0.71020659,7.2001827,-0.71020659
-157.83079,0.98274526,0.35253716,3,11,0,162.74758,52.22045,-2.623301,5.0659557,-2.623301
-158.6101,0.82733848,0.35253716,2,3,0,158.71354,51.704237,-3.048864,5.0931716,-3.048864
-158.89109,0.96311304,0.35253716,3,7,0,159.49578,50.906878,-2.1319358,4.9264689,-2.1319358
-159.04577,0.99497066,0.35253716,4,15,0,160.28865,53.543761,-2.8373586,5.1033688,-2.8373586
-158.36713,0.92428096,0.35253716,1,3,0,159.50058,52.873074,-3.8641608,5.1056703,-3.8641608
-158.78977,0.91718451,0.35253716,2,7,0,163.15691,50.989459,-0.16386692,5.3721148,-0.16386692
-158.82393,0.96896763,0.35253716,4,15,0,159.51552,52.207694,-1.2752015,5.0322629,-1.2752015
-157.91271,0.99036692,0.35253716,3,7,0,158.98834,51.47683,-1.6323484,5.3584035,-1.6323484
-159.08757,0.76033391,0.35253716,2,3,0,159.40157,51.820904,-0.67948941,5.3501116,-0.67948941
-157.88384,0.98231474,0.35253716,2,3,0,159.33828,51.485626,-1.8122528,5.317542,-1.8122528
-158.0311,0.96608502,0.35253716,2,7,0,158.61572,52.138606,-1.9463811,4.9288522,-1.9463811
-159.19715,0.77130386,0.35253716,3,7,0,161.89751,53.972868,-4.077107,4.704758,-4.077107
-159.34458,0.99446675,0.35253716,4,15,0,160.24988,49.374892,0.65215923,5.5303822,0.65215923
-158.18207,0.99105527,0.35253716,3,15,0,161.25828,51.772645,-1.9561987,4.7253419,-1.9561987
-159.19694,0.82098991,0.35253716,2,3,0,159.70465,52.029433,-1.7880246,4.4239477,-1.7880246
-159.60719,0.98781423,0.35253716,4,15,0,161.2948,51.542368,-2.3190701,6.3063536,-2.3190701
-157.91888,0.99561295,0.35253716,2,7,0,160.42633,52.235812,-2.109598,5.084273,-2.109598
-159.83284,0.75494343,0.35253716,2,5,0,161.46325,52.822871,-4.7296051,5.5107447,-4.7296051
-160.63456,0.99439311,0.35253716,3,11,0,161.25212,48.66915,0.11251167,5.5296808,0.11251167
-160.45457,0.99948739,0.35253716,3,7,0,161.58581,48.930889,1.7904241,5.8414606,1.7904241
-158.41694,0.99703146,0.35253716,2,7,0,160.95876,50.386006,-0.91825132,5.3746458,-0.91825132
