# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 06:59:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-202604291459-1-053c0f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/continuous/continuous-profile-202604291459-1-030534.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
# Adaptation terminated
# Step size = 0.352537
# Diagonal elements of inverse mass matrix:
# 2.83289, 3.80869, 0.0111165
-158.08608,0.94459456,0.35253716,2,7,0,161.07821,50.882226,-1.3251514,5.2648258,-1.3251514
-158.85518,0.80908326,0.35253716,2,7,0,159.91752,51.33389,-0.42444595,5.5023912,-0.42444595
-163.08924,0.44687739,0.35253716,1,3,0,163.39152,52.346938,0.2954519,5.3860751,0.2954519
-158.35906,0.98259338,0.35253716,2,7,0,163.05074,52.037369,-1.4950792,5.4710018,-1.4950792
-158.02579,0.99583508,0.35253716,2,7,0,158.98487,51.587972,-2.2750177,4.9681311,-2.2750177
-158.28787,1,0.35253716,4,15,0,158.33144,50.827868,-1.4296074,5.5263362,-1.4296074
-158.28841,0.94211263,0.35253716,3,11,0,159.08727,52.26276,-3.3623795,5.1340796,-3.3623795
-158.47681,0.88927321,0.35253716,4,15,0,160.26537,51.65364,-1.3610444,4.7144918,-1.3610444
-159.65683,0.97725915,0.35253716,3,7,0,160.45073,53.005661,-3.3529309,4.298398,-3.3529309
-157.91698,0.9507895,0.35253716,2,7,0,160.84886,51.77138,-1.6910337,5.3068175,-1.6910337
-158.12608,0.99107019,0.35253716,2,7,0,158.5895,51.682427,-1.501582,5.5115552,-1.501582
-162.95516,0.78897384,0.35253716,3,7,0,164.16828,49.42283,0.61002017,7.4025231,0.61002017
-161.1123,0.99751893,0.35253716,2,3,0,163.208,49.831851,0.73181068,6.7045322,0.73181068
-160.16978,0.91380613,0.35253716,3,15,0,163.58795,52.540986,-4.474444,5.8797333,-4.474444
-159.30482,1,0.35253716,2,3,0,160.13632,52.992243,-3.9603433,5.9412266,-3.9603433
-160.04043,0.93638561,0.35253716,4,15,0,164.516,52.393441,-2.8338083,6.4491797,-2.8338083
-160.02482,0.98856365,0.35253716,3,7,0,162.38367,54.846637,-5.1617822,4.9104408,-5.1617822
-159.10997,0.95689004,0.35253716,3,7,0,160.74789,53.222432,-4.4743014,4.8198877,-4.4743014
-159.64125,0.96178438,0.35253716,4,15,0,160.23268,50.124074,-0.99091818,6.1649984,-0.99091818
-162.41019,0.94121081,0.35253716,3,7,0,162.85619,49.940943,1.0707929,7.0826152,1.0707929
-158.85505,0.99664425,0.35253716,3,7,0,162.60204,50.629274,-1.4898388,5.8316698,-1.4898388
-159.28357,0.99897674,0.35253716,3,7,0,159.615,51.707931,-1.2793409,6.1214315,-1.2793409
-160.75792,0.83089415,0.35253716,3,7,0,161.34867,51.733943,-0.35133287,6.331211,-0.35133287
-159.11071,0.98291518,0.35253716,4,15,0,161.1286,54.19276,-4.12116,5.1768261,-4.12116
-160.58524,0.8838306,0.35253716,3,15,0,161.79983,51.920988,-0.70726062,4.5118573,-0.70726062
-162.98273,0.73857949,0.35253716,2,3,0,163.88192,51.994087,0.068636483,4.5934566,0.068636483
-162.11759,1,0.35253716,4,15,0,164.52949,50.637726,-2.5602063,6.8810397,-2.5602063
-162.28247,0.82368768,0.35253716,3,7,0,164.52027,52.120475,0.20235406,6.13185,0.20235406
-159.81366,0.9946321,0.35253716,2,7,0,162.60128,50.57363,-0.52109442,6.3762484,-0.52109442
-158.59149,0.99606574,0.35253716,3,7,0,160.52907,50.410971,-0.36368288,5.6396099,-0.36368288
-158.54489,0.97816856,0.35253716,4,15,0,160.93058,53.299411,-4.077237,4.8808271,-4.077237
-158.40527,0.97666312,0.35253716,2,3,0,158.69484,53.283875,-3.8475432,4.877916,-3.8475432
-158.40938,0.93428065,0.35253716,4,15,0,159.08392,52.583564,-3.522125,5.5054706,-3.522125
-158.23218,0.72648194,0.35253716,2,7,0,160.57906,52.01545,-1.4754435,5.2579302,-1.4754435
-158.13005,0.98893067,0.35253716,2,7,0,159.37719,51.342912,-1.0348702,5.08341,-1.0348702
-158.16446,0.99026399,0.35253716,4,15,0,159.53338,51.269035,-2.033091,5.4548235,-2.033091
-159.10439,0.94604337,0.35253716,2,7,0,160.23115,51.19805,-0.33155808,4.8712653,-0.33155808
-161.29879,0.7566783,0.35253716,3,7,0,161.37465,51.538855,0.23042803,4.7994311,0.23042803
-158.7381,1,0.35253716,4,15,0,161.29154,53.827318,-3.8729344,5.2847746,-3.8729344
-158.19618,0.83098589,0.35253716,2,7,0,160.3225,51.718448,-2.400716,5.5858741,-2.400716
-159.11105,0.89564487,0.35253716,2,7,0,160.48657,53.716359,-3.0693058,5.2444686,-3.0693058
-158.09123,0.98588054,0.35253716,2,7,0,159.70815,52.13299,-2.7137056,5.5097313,-2.7137056
-158.1344,0.99815947,0.35253716,3,7,0,158.34515,51.944834,-2.223163,5.6093526,-2.223163
-158.60468,0.98305641,0.35253716,3,7,0,158.95351,52.893056,-3.0167468,5.7322702,-3.0167468
-160.38653,0.92054563,0.35253716,4,15,0,161.08909,54.151778,-3.7245018,4.4777066,-3.7245018
-159.57856,0.81496364,0.35253716,2,7,0,162.16453,51.292479,-3.1272016,5.1037971,-3.1272016
-159.57856,0.26302945,0.35253716,1,1,0,162.83423,51.292479,-3.1272016,5.1037971,-3.1272016
-160.15239,0.93939654,0.35253716,2,7,0,161.01591,53.030498,-1.6349952,5.7525984,-1.6349952
-158.97729,0.98472372,0.35253716,3,15,0,161.19248,53.316665,-3.974355,5.7605638,-3.974355
-158.01718,0.99075203,0.35253716,2,7,0,159.99,51.926041,-2.4007422,5.4919472,-2.4007422
-159.10367,0.75833412,0.35253716,2,7,0,159.79184,52.681023,-1.612773,5.3452354,-1.612773
-158.08193,0.98911118,0.35253716,2,7,0,159.27873,51.150087,-1.8583417,5.1478529,-1.8583417
-158.41875,0.93134379,0.35253716,4,15,0,159.19309,52.868365,-3.2622014,5.6212776,-3.2622014
-158.39534,0.95631532,0.35253716,3,15,0,160.02772,51.572043,-2.0159832,4.6596992,-2.0159832
-159.38683,0.9811858,0.35253716,3,15,0,160.56184,49.28995,0.57531073,5.4835958,0.57531073
-161.63847,0.60072526,0.35253716,3,7,0,163.09325,49.356814,-1.5140572,5.2446361,-1.5140572
-158.7575,0.88042066,0.35253716,1,3,0,162.3558,50.49218,0.092608866,5.3159731,0.092608866
-158.93162,0.98689443,0.35253716,3,15,0,160.30135,50.334322,0.085602301,4.9871341,0.085602301
-158.93162,0.67681121,0.35253716,2,7,0,161.70486,50.334322,0.085602301,4.9871341,0.085602301
-158.76102,0.88382911,0.35253716,2,3,0,159.64045,50.676532,-0.29244386,4.8878653,-0.29244386
-158.68351,0.92681003,0.35253716,3,7,0,159.71076,52.218584,-1.8867398,5.8135106,-1.8867398
-158.29181,0.9829304,0.35253716,3,15,0,159.27217,52.523353,-3.5635947,5.2331217,-3.5635947
-159.00103,0.809143,0.35253716,2,7,0,160.01743,53.677358,-3.1060042,5.2672391,-3.1060042
-157.98886,0.86899287,0.35253716,2,3,0,159.69458,52.799622,-2.8897308,5.1306425,-2.8897308
-158.77372,0.95025687,0.35253716,2,7,0,159.9113,51.683154,-2.4478106,4.5698333,-2.4478106
-160.30164,0.61069597,0.35253716,2,3,0,160.99399,52.845196,-1.7959644,4.5052907,-1.7959644
-159.64704,1,0.35253716,4,15,0,160.47272,51.853286,-3.1456948,6.1524519,-3.1456948
-160.78764,0.99061239,0.35253716,2,7,0,162.33527,52.202973,-3.4028271,6.6118023,-3.4028271
-158.93607,0.975033,0.35253716,3,7,0,161.8623,52.577111,-4.058878,5.0440932,-4.058878
-158.59486,0.99499114,0.35253716,4,15,0,159.65431,51.68687,-1.082604,4.8335843,-1.082604
-161.29626,0.98123799,0.35253716,3,7,0,162.01701,55.644998,-6.3335201,5.3640003,-6.3335201
-163.15169,0.67481361,0.35253716,4,15,0,166.15816,49.53177,2.8880984,5.9302406,2.8880984
-159.30356,0.91118415,0.35253716,3,7,0,164.42097,49.635338,0.78222991,5.4116924,0.78222991
-158.8973,0.82014392,0.35253716,3,7,0,160.38248,49.903869,-0.13364403,5.6725772,-0.13364403
-158.66751,0.98464853,0.35253716,4,15,0,159.38602,51.234283,-1.0902159,5.876226,-1.0902159
-158.38856,1,0.35253716,2,3,0,158.68839,51.293922,-1.6543093,5.7629385,-1.6543093
-157.90753,0.98758953,0.35253716,3,7,0,158.54817,51.964524,-2.0831282,5.3870976,-2.0831282
-158.03055,0.92551623,0.35253716,2,7,0,158.60531,52.576148,-3.2947509,5.1324739,-3.2947509
-158.26048,0.96199612,0.35253716,3,7,0,158.63104,53.2793,-3.7490033,5.129626,-3.7490033
-158.0607,0.88671889,0.35253716,2,3,0,158.89098,52.938328,-3.040444,5.19322,-3.040444
-158.28538,0.92514827,0.35253716,2,3,0,158.62007,53.105983,-3.0443351,5.3543263,-3.0443351
-158.49862,0.90495524,0.35253716,4,15,0,159.53225,50.544859,-1.0703645,4.9520116,-1.0703645
-158.54203,0.94847655,0.35253716,4,15,0,162.14674,53.626704,-3.6172326,5.1858259,-3.6172326
-158.88777,0.98393574,0.35253716,4,15,0,159.51584,51.708568,-1.3859483,4.5585178,-1.3859483
-159.23116,0.60703674,0.35253716,3,7,0,160.93861,51.737312,-2.3762811,6.1660392,-2.3762811
-159.89301,0.98765583,0.35253716,3,15,0,160.94315,49.851406,0.66369744,6.1511908,0.66369744
-160.49031,0.99405095,0.35253716,2,3,0,160.69879,49.017639,0.80016996,6.3213317,0.80016996
-158.40302,1,0.35253716,3,7,0,160.59934,50.826931,-0.92451908,5.6786093,-0.92451908
-159.88928,0.93072575,0.35253716,3,7,0,160.52209,52.834713,-2.5924409,6.2900064,-2.5924409
-158.37273,0.99503811,0.35253716,3,7,0,160.40184,52.740654,-3.6637041,5.4202491,-3.6637041
-158.40575,0.85869841,0.35253716,2,3,0,159.31871,52.44024,-3.6088006,5.215659,-3.6088006
-158.21186,0.83204429,0.35253716,4,15,0,160.16993,51.195316,-0.82245808,5.3151778,-0.82245808
-159.22193,0.95409215,0.35253716,3,11,0,160.5277,49.850456,0.53221918,5.7246602,0.53221918
-158.03063,0.82543034,0.35253716,3,15,0,161.29314,51.169966,-1.2960231,5.0010085,-1.2960231
-158.02287,0.8900925,0.35253716,3,7,0,158.55121,51.474458,-1.2533939,5.0959101,-1.2533939
-158.27285,0.85111717,0.35253716,3,11,0,159.28919,51.829133,-2.3694859,5.6817291,-2.3694859
-159.76843,0.98318547,0.35253716,3,7,0,160.41616,49.132135,1.1239978,5.6903641,1.1239978
-158.56682,0.87128421,0.35253716,3,11,0,160.83619,51.35081,-2.6462343,5.2576592,-2.6462343
-158.45071,1,0.35253716,2,7,0,158.85833,52.438516,-1.8123665,4.9773647,-1.8123665
-159.2554,0.91387622,0.35253716,4,15,0,160.03225,51.2421,-2.7771725,5.7653206,-2.7771725
-158.18904,0.98965154,0.35253716,4,15,0,159.54552,51.487803,-1.5607276,4.7794754,-1.5607276
-158.27743,0.93534499,0.35253716,2,5,0,160.94951,52.252965,-2.8225275,5.6397879,-2.8225275
-159.07631,0.88038389,0.35253716,4,15,0,159.96598,50.358281,-1.3889498,4.9188897,-1.3889498
-158.55618,1,0.35253716,1,1,0,158.96255,50.590744,-1.1443205,4.8936058,-1.1443205
-160.63975,0.67499691,0.35253716,4,15,0,161.35734,53.114876,-1.4620408,5.7052193,-1.4620408
-157.85695,0.93492074,0.35253716,2,7,0,160.85558,51.871881,-2.4012112,5.2427672,-2.4012112
-158.32478,0.93367096,0.35253716,2,7,0,158.93532,50.671573,-0.71669361,5.0158301,-0.71669361
-158.457,0.91919755,0.35253716,3,15,0,160.94252,50.966276,-0.47610349,5.4560812,-0.47610349
-160.8421,0.96776367,0.35253716,3,7,0,161.37131,52.550859,-3.4344773,6.6593125,-3.4344773
-160.13968,0.94530509,0.35253716,3,7,0,161.87198,51.3254,-2.8530913,6.2779874,-2.8530913
-159.61002,0.97936818,0.35253716,2,3,0,160.4486,52.492948,-1.6414052,6.0290653,-1.6414052
-159.84374,0.9666496,0.35253716,3,15,0,160.60821,52.416721,-4.2568557,5.7922796,-4.2568557
-160.63721,0.90257607,0.35253716,3,15,0,161.74969,54.131335,-2.7810806,5.2386838,-2.7810806
-160.81583,0.84627995,0.35253716,2,7,0,163.20545,50.335449,-2.6137502,5.5018852,-2.6137502
-161.24382,0.98794663,0.35253716,2,7,0,161.41618,51.623704,0.3599734,5.119129,0.3599734
-159.43878,1,0.35253716,1,3,0,161.62561,50.655267,0.34574054,5.0187558,0.34574054
-158.97076,0.99820361,0.35253716,4,15,0,159.51235,52.760986,-4.1105231,5.5679124,-4.1105231
-158.85903,0.98254787,0.35253716,3,15,0,159.90103,50.201478,-1.086671,5.6315885,-1.086671
-158.81238,0.9261979,0.35253716,3,7,0,160.11024,50.584008,-1.7647373,5.1417142,-1.7647373
-158.53337,0.95633821,0.35253716,3,7,0,160.18094,50.743881,-0.36439297,5.0209957,-0.36439297
-159.33797,0.85044829,0.35253716,3,15,0,160.1062,51.208541,-2.4124251,6.0463505,-2.4124251
-158.61942,0.98708184,0.35253716,4,15,0,160.21767,51.329794,-0.77839129,4.8490349,-0.77839129
-158.98319,1,0.35253716,3,15,0,159.79268,53.666271,-3.5404712,4.70824,-3.5404712
-158.68963,0.9859223,0.35253716,2,3,0,159.16715,53.3482,-4.0217988,4.7408666,-4.0217988
-158.2445,0.96215335,0.35253716,3,7,0,159.002,52.523634,-3.4988601,5.2768311,-3.4988601
-159.61127,0.82888588,0.35253716,2,3,0,159.86928,53.210793,-1.9922623,5.2781885,-1.9922623
-160.20759,0.98327927,0.35253716,3,7,0,160.47679,54.125994,-3.0030226,5.1879386,-3.0030226
-159.09337,0.95145194,0.35253716,2,7,0,162.11522,53.524409,-3.6898829,5.793118,-3.6898829
-159.22575,0.90033832,0.35253716,4,15,0,160.02156,51.412351,-0.59564779,4.7245952,-0.59564779
-160.09712,0.84198413,0.35253716,3,7,0,161.2042,50.79728,-2.6613383,5.9581759,-2.6613383
-159.60146,0.99695203,0.35253716,2,3,0,160.36521,51.936253,-0.77427361,5.8721695,-0.77427361
-160.40806,0.99220824,0.35253716,2,5,0,161.42331,50.775709,-1.8252812,6.5489216,-1.8252812
-160.83548,0.6091972,0.35253716,2,3,0,165.40283,50.831273,-2.2630757,6.6000691,-2.2630757
-158.82257,0.97121704,0.35253716,3,11,0,162.2846,52.588031,-2.0028304,5.716561,-2.0028304
-158.60231,0.99591917,0.35253716,4,15,0,159.16747,51.114577,-2.141868,4.8755054,-2.141868
-158.02719,0.99277622,0.35253716,3,15,0,158.78352,52.806649,-2.8847812,4.979473,-2.8847812
-158.26163,0.7675772,0.35253716,2,7,0,159.71088,51.082219,-2.0132959,5.2862653,-2.0132959
-158.21855,0.88835724,0.35253716,2,3,0,159.19607,51.252338,-2.1196235,5.4300862,-2.1196235
-158.16877,0.92440381,0.35253716,3,11,0,159.05647,52.162788,-1.7596209,5.3660866,-1.7596209
-158.33731,0.88183716,0.35253716,2,7,0,159.2708,51.807849,-2.9257679,5.3855088,-2.9257679
-159.43448,0.99254624,0.35253716,3,7,0,159.8053,54.249763,-4.5477736,5.600359,-4.5477736
-158.02295,0.99447319,0.35253716,3,11,0,159.63879,51.918387,-2.7570009,5.0939028,-2.7570009
-158.49939,0.94159992,0.35253716,2,7,0,158.72963,51.973068,-3.2115932,5.0025971,-3.2115932
-157.90886,0.99812651,0.35253716,4,15,0,159.99175,52.187153,-2.1848681,5.3144133,-2.1848681
-158.0482,0.98997776,0.35253716,2,5,0,158.64127,52.030722,-2.6630729,4.8579292,-2.6630729
-158.18224,0.86688555,0.35253716,4,15,0,158.84425,51.205178,-0.92661495,5.0419588,-0.92661495
-159.15575,0.92932536,0.35253716,2,3,0,159.24717,50.32585,-0.98751293,4.7449856,-0.98751293
-159.06413,1,0.35253716,2,3,0,159.35149,50.325377,-0.46095207,4.741479,-0.46095207
-159.21372,0.99264829,0.35253716,3,7,0,159.47422,50.150272,-0.14613204,4.776463,-0.14613204
-160.11273,0.98183573,0.35253716,4,15,0,160.68037,54.788311,-5.3583537,5.5891255,-5.3583537
-163.41712,0.82256989,0.35253716,2,3,0,163.91527,55.212288,-7.5471296,5.9686371,-7.5471296
-162.67412,0.99716486,0.35253716,3,7,0,163.86011,55.810174,-6.9949115,6.048024,-6.9949115
-160.86218,0.91226773,0.35253716,2,7,0,164.17329,53.963542,-5.8913798,5.7131897,-5.8913798
-158.65577,0.90016538,0.35253716,3,7,0,162.31854,53.197373,-2.6218156,5.063936,-2.6218156
-158.82246,0.99422402,0.35253716,4,15,0,159.22816,51.914095,-1.2610572,5.7709424,-1.2610572
-158.84985,0.77006312,0.35253716,2,7,0,161.88886,51.393181,-0.47833297,5.0776703,-0.47833297
-158.20401,1,0.35253716,2,7,0,159.14692,51.493966,-2.479295,5.1024674,-2.479295
-159.6304,0.98097354,0.35253716,4,15,0,160.25723,49.244723,-0.033764364,5.3121746,-0.033764364
-158.77096,1,0.35253716,3,7,0,160.07513,50.782519,-0.15685405,5.0258192,-0.15685405
-162.75012,0.45824522,0.35253716,2,3,0,164.47356,49.588028,-1.236979,4.4628109,-1.236979
-163.28768,1,0.35253716,4,15,0,166.02412,52.216165,-4.8089758,6.8777124,-4.8089758
-161.61458,0.94281106,0.35253716,2,3,0,164.05278,52.872703,-3.5795347,6.8932146,-3.5795347
-158.05754,0.9900681,0.35253716,3,11,0,161.68136,52.018618,-1.9226961,5.4777546,-1.9226961
-159.07835,0.46194059,0.35253716,3,11,0,163.4071,52.41582,-3.9795343,4.9937688,-3.9795343
-159.57922,0.99893808,0.35253716,4,15,0,159.65926,54.207874,-3.5678332,5.1881009,-3.5678332
-158.51108,0.98630651,0.35253716,3,11,0,160.50107,51.098402,-2.2754955,5.1851056,-2.2754955
-158.6863,0.77396046,0.35253716,2,7,0,160.99761,50.143832,-0.75241555,5.1388692,-0.75241555
-158.33736,0.9356385,0.35253716,3,7,0,159.4262,52.21346,-1.5934822,5.1106517,-1.5934822
-158.13997,0.99541856,0.35253716,2,7,0,158.70452,52.136826,-2.9301615,4.8729579,-2.9301615
-161.14793,0.61387394,0.35253716,2,7,0,162.84847,53.192775,-2.2440712,4.3006283,-2.2440712
-158.56469,0.95977964,0.35253716,2,7,0,163.55212,52.45133,-3.4180413,4.7246648,-3.4180413
-158.13191,0.96962194,0.35253716,3,7,0,158.94402,52.639897,-3.0405759,5.4728083,-3.0405759
-158.05181,0.97932841,0.35253716,2,7,0,158.85951,51.813727,-2.1685566,4.798095,-2.1685566
-158.1373,0.98299642,0.35253716,3,15,0,158.29645,51.65951,-1.4968253,4.8543787,-1.4968253
-159.71754,0.71933579,0.35253716,4,15,0,160.74089,53.039318,-4.864779,5.1899754,-4.864779
-158.98282,0.9924616,0.35253716,3,7,0,160.34527,53.456389,-4.0526361,4.6122428,-4.0526361
-158.0593,0.98701034,0.35253716,3,7,0,159.53186,52.749989,-2.892122,5.3566943,-2.892122
-157.93222,0.9456829,0.35253716,4,15,0,158.57516,51.888081,-2.3533013,4.9075582,-2.3533013
-158.69131,0.93265574,0.35253716,3,7,0,158.86406,53.409032,-3.1374537,5.4714932,-3.1374537
-159.25692,0.99292971,0.35253716,3,7,0,159.70695,53.360269,-4.6769503,4.8536705,-4.6769503
-158.23085,0.99327081,0.35253716,2,7,0,160.74582,53.15194,-3.7493728,5.1567884,-3.7493728
-159.28257,0.90493441,0.35253716,3,7,0,159.87082,53.875151,-3.667569,5.671575,-3.667569
-158.53299,0.96820703,0.35253716,3,11,0,161.19178,52.00977,-1.9618893,5.8245719,-1.9618893
-158.38874,0.99172152,0.35253716,2,3,0,158.72592,51.62848,-2.1792597,5.7566304,-2.1792597
-158.92377,0.82338392,0.35253716,2,3,0,159.4255,52.067079,-1.2932711,5.7429101,-1.2932711
-159.04611,0.96122477,0.35253716,2,7,0,160.01055,50.554215,-1.7446569,4.9552942,-1.7446569
-158.45373,0.99113432,0.35253716,4,15,0,159.43966,51.492078,-1.2653159,5.7394986,-1.2653159
-159.12862,0.96640866,0.35253716,4,15,0,159.81984,52.823646,-3.9933901,4.6385751,-3.9933901
-160.57362,0.76158838,0.35253716,4,15,0,162.21137,53.348385,-2.1839262,6.1110106,-2.1839262
-159.17909,1,0.35253716,2,3,0,160.4389,52.576639,-3.6602192,5.9280531,-3.6602192
-158.2078,0.98376811,0.35253716,4,15,0,163.07256,51.35532,-1.9491327,5.5995007,-1.9491327
-158.11259,0.97158802,0.35253716,2,7,0,160.44824,52.941007,-3.5371636,5.0912905,-3.5371636
-158.29891,0.93704164,0.35253716,3,11,0,160.00478,50.841043,-0.62548415,5.4463444,-0.62548415
-158.44518,0.93526651,0.35253716,3,11,0,159.20923,53.531554,-3.9996387,5.1518704,-3.9996387
-158.23467,0.99918612,0.35253716,3,7,0,158.68295,52.83275,-3.3671665,5.4634531,-3.3671665
-158.34252,0.99675249,0.35253716,2,3,0,158.36965,52.91804,-3.5980525,5.4693851,-3.5980525
-157.96521,0.99797847,0.35253716,3,15,0,158.43103,51.660175,-1.8910664,4.8827018,-1.8910664
-158.25621,0.90515244,0.35253716,4,15,0,158.92421,51.342348,-2.3270409,5.3700923,-2.3270409
-158.27524,0.99773085,0.35253716,4,15,0,158.42824,52.859194,-2.7075617,5.441377,-2.7075617
-158.22428,0.88660335,0.35253716,2,3,0,159.20404,51.868236,-2.8361638,5.4267893,-2.8361638
-159.61139,0.82827368,0.35253716,2,7,0,160.18017,51.008271,-2.8729765,5.3371215,-2.8729765
-157.80748,0.8807434,0.35253716,2,3,0,159.95849,51.942222,-2.0696787,5.1120649,-2.0696787
-158.1441,0.97667711,0.35253716,2,7,0,158.93561,50.947378,-0.91103431,5.4049114,-0.91103431
-159.15414,0.8892311,0.35253716,2,7,0,159.639,50.981033,-0.17320105,5.8258154,-0.17320105
-160.30576,0.91627635,0.35253716,2,7,0,162.53662,52.844604,-4.5561999,6.0809852,-4.5561999
-158.57341,0.97576555,0.35253716,2,7,0,160.79787,52.824072,-2.1812583,5.3438824,-2.1812583
-158.47322,0.97875055,0.35253716,2,7,0,159.89959,53.151052,-3.9841503,4.9025269,-3.9841503
-158.93402,0.91831022,0.35253716,4,15,0,161.10104,52.098462,-1.7879891,5.9660021,-1.7879891
-158.29014,0.96949935,0.35253716,4,15,0,159.6863,51.586118,-2.4541686,4.8522172,-2.4541686
-158.38622,0.99432343,0.35253716,4,15,0,158.76505,53.101834,-2.9839134,5.4435977,-2.9839134
-158.49248,0.89405038,0.35253716,2,3,0,159.28766,53.04083,-2.6361903,5.4027481,-2.6361903
-158.91347,0.81419743,0.35253716,2,3,0,160.25307,51.981821,-3.5171826,5.0727543,-3.5171826
-159.38286,0.99071952,0.35253716,3,9,0,159.60354,50.359468,-1.7339068,5.793473,-1.7339068
-158.07065,0.98392018,0.35253716,3,11,0,159.40275,51.4395,-2.0385935,4.9143022,-2.0385935
-158.8047,0.83147996,0.35253716,2,3,0,159.23757,52.568933,-1.8617819,4.8003265,-1.8617819
-158.41601,0.99945685,0.35253716,4,15,0,160.52266,52.461081,-2.9058545,5.715813,-2.9058545
-158.54721,0.96650646,0.35253716,3,15,0,159.29687,50.250716,-0.1663155,5.3402805,-0.1663155
-157.9581,0.99224774,0.35253716,3,7,0,159.20097,52.63424,-3.0123359,4.9647977,-3.0123359
-158.49813,0.84022553,0.35253716,2,7,0,159.26474,52.98722,-2.5220043,5.3811322,-2.5220043
-159.40518,0.94387749,0.35253716,3,11,0,160.9012,49.800836,0.3877739,5.9487873,0.3877739
-159.27197,0.98861795,0.35253716,2,3,0,159.54191,49.963452,0.4499571,5.8281831,0.4499571
-161.21206,0.94068759,0.35253716,3,15,0,162.70771,52.832053,-4.3179258,6.5815687,-4.3179258
-160.33161,1,0.35253716,3,7,0,161.28522,53.540973,-3.9478376,6.3339866,-3.9478376
-157.83909,0.99376767,0.35253716,2,7,0,161.44806,51.612647,-2.0405527,5.1588722,-2.0405527
-158.56267,0.8438509,0.35253716,2,7,0,159.58648,53.593944,-3.4849864,5.0393795,-3.4849864
-158.87461,0.99368571,0.35253716,4,15,0,159.2315,49.83675,-0.42871797,5.3893939,-0.42871797
-158.31482,0.9903759,0.35253716,3,7,0,159.81678,50.484358,-0.91019694,5.2449278,-0.91019694
-159.6862,0.91800148,0.35253716,3,11,0,160.87938,52.205302,-1.7073421,4.3729616,-1.7073421
-158.7939,0.9936468,0.35253716,4,15,0,161.33045,53.800565,-4.0375224,4.8430209,-4.0375224
-159.52368,0.81929109,0.35253716,4,15,0,161.25526,53.676801,-4.2202028,5.9331519,-4.2202028
-159.27005,0.93087318,0.35253716,1,3,0,160.29859,53.673296,-3.4314488,5.7591191,-3.4314488
-159.0091,0.99422086,0.35253716,3,15,0,160.22817,53.909555,-3.9050651,5.5013205,-3.9050651
-158.16083,0.99951959,0.35253716,3,7,0,159.28822,52.842296,-2.6355868,5.0041377,-2.6355868
-159.35861,0.58607901,0.35253716,3,11,0,162.48997,49.792077,-0.97451711,5.3640768,-0.97451711
-158.83089,1,0.35253716,2,5,0,159.80643,50.297241,-1.3608932,5.4397096,-1.3608932
-159.03641,0.65006205,0.35253716,2,3,0,162.25758,51.524431,-0.54358687,5.635236,-0.54358687
-160.42173,0.99694311,0.35253716,3,7,0,160.97993,50.076504,1.012662,6.1939481,1.012662
-160.41829,1,0.35253716,3,7,0,160.88256,49.688935,-0.78620913,6.3724031,-0.78620913
-158.5369,0.95057728,0.35253716,4,15,0,160.71295,52.423925,-2.5406952,4.5646331,-2.5406952
-159.49074,0.83835091,0.35253716,2,3,0,159.63555,52.550248,-1.8655372,4.5064814,-1.8655372
-161.31773,0.88897048,0.35253716,3,11,0,163.80472,48.676072,1.2373184,6.6029654,1.2373184
-158.27495,0.99326596,0.35253716,4,15,0,161.80357,50.569476,-1.0045232,5.1764454,-1.0045232
-158.12731,0.99997486,0.35253716,3,15,0,158.60244,52.420843,-3.1435098,4.8686397,-3.1435098
-160.56113,0.65301848,0.35253716,2,3,0,160.74194,52.080222,-4.1726025,4.8095204,-4.1726025
-160.83435,0.97439018,0.35253716,3,11,0,161.69688,49.502572,-1.2792001,6.125138,-1.2792001
-160.56906,0.94067104,0.35253716,2,3,0,162.21881,49.7852,-0.98005267,6.4346103,-0.98005267
