# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = continuous_model
# start_datetime = 2026-04-29 08:18:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_continuous.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/continuous/continuous-202604291618-2-541368.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/continuous/continuous-profile-202604291618-2-63bfea.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=continuous_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,sigma,mean_difference
# Adaptation terminated
# Step size = 0.563351
# Diagonal elements of inverse mass matrix:
# 0.313469, 0.635376, 0.001153
-1559.6318,0.93505208,0.56335139,2,3,0,1559.7735,62.803865,-8.0294985,7.8286417,-8.0294985
-1558.2151,0.95089881,0.56335139,3,7,0,1561.6576,63.612,-9.4181605,8.1866569,-9.4181605
-1559.5842,0.80307083,0.56335139,2,3,0,1560.2375,63.33385,-9.7652543,8.0289916,-9.7652543
-1558.8412,0.85631088,0.56335139,2,3,0,1561.5911,63.066708,-8.8914448,7.9314406,-8.8914448
-1558.5785,0.96106082,0.56335139,2,5,0,1560.5916,62.832124,-8.0426135,8.5344572,-8.0426135
-1559.6641,0.8747573,0.56335139,2,5,0,1561.2772,64.045666,-9.8611633,7.9831512,-9.8611633
-1558.3202,0.94688027,0.56335139,1,3,0,1560.7119,63.66334,-9.509238,8.1963609,-9.509238
-1558.6035,0.9592514,0.56335139,3,7,0,1558.8658,62.961457,-7.7121405,8.3716412,-7.7121405
-1559.9612,0.78131165,0.56335139,3,7,0,1561.0092,62.579748,-8.9460461,8.4594486,-8.9460461
-1559.2772,0.94651131,0.56335139,2,7,0,1561.7023,62.402446,-7.5472501,8.3649756,-7.5472501
-1559.2095,0.9194643,0.56335139,3,7,0,1561.1461,64.136654,-9.4550833,8.3656402,-9.4550833
-1560.06,0.97272614,0.56335139,2,3,0,1560.6026,63.961399,-10.193992,8.0052927,-10.193992
-1559.7631,0.9595826,0.56335139,2,3,0,1560.9625,64.044736,-10.27234,8.235685,-10.27234
-1559.0679,0.98458541,0.56335139,3,7,0,1560.8823,62.44103,-7.8094521,8.2225056,-7.8094521
-1558.6958,0.73180415,0.56335139,3,7,0,1562.2722,63.252231,-9.4934446,8.3512796,-9.4934446
-1558.6958,0.5180179,0.56335139,1,3,0,1562.0075,63.252231,-9.4934446,8.3512796,-9.4934446
-1558.279,0.98639392,0.56335139,3,7,0,1559.5252,62.832353,-8.2816801,8.1183243,-8.2816801
-1558.3344,0.95731045,0.56335139,3,7,0,1559.3312,63.170435,-8.1777589,8.4984041,-8.1777589
-1557.9967,0.87260962,0.56335139,3,7,0,1561.669,63.438681,-8.5035305,8.3009849,-8.5035305
-1559.3462,0.80911768,0.56335139,3,7,0,1560.8925,63.68467,-8.1513878,8.2220012,-8.1513878
-1560.4684,0.98103947,0.56335139,2,3,0,1560.6781,63.509774,-10.266656,8.1290981,-10.266656
-1559.1201,0.78668126,0.56335139,3,7,0,1563.1727,63.421276,-9.4139257,8.6550234,-9.4139257
-1558.796,0.99217933,0.56335139,3,7,0,1559.6132,62.966717,-8.6683678,7.9380683,-8.6683678
-1558.2642,0.90875496,0.56335139,3,15,0,1560.5676,63.512059,-8.7609199,8.5040494,-8.7609199
-1558.1928,1,0.56335139,2,3,0,1558.3972,63.387099,-9.0055037,8.5045544,-9.0055037
-1558.7874,0.93165305,0.56335139,3,7,0,1560.2456,62.856852,-8.2740315,7.951799,-8.2740315
-1558.3995,0.88995722,0.56335139,2,7,0,1560.428,63.212673,-9.2960704,8.3596838,-9.2960704
-1558.074,0.98168506,0.56335139,2,7,0,1559.1967,62.961209,-8.2136717,8.1509665,-8.2136717
-1557.7928,0.97835687,0.56335139,1,3,0,1558.5553,63.172556,-8.4966776,8.2713909,-8.4966776
-1559.6441,0.86802648,0.56335139,2,3,0,1560.0073,62.796392,-8.4438168,8.7710114,-8.4438168
-1558.215,0.99540885,0.56335139,2,3,0,1559.6982,63.0601,-8.6112562,8.5080962,-8.6112562
-1558.8051,0.77092741,0.56335139,1,3,0,1560.007,63.477419,-8.0688298,8.3438529,-8.0688298
-1558.8062,0.95098672,0.56335139,2,5,0,1562.297,63.768788,-9.0800199,8.5733961,-9.0800199
-1558.918,0.98066032,0.56335139,1,1,0,1558.989,63.782656,-9.0213075,8.5898502,-9.0213075
-1559.9795,0.90010894,0.56335139,2,7,0,1561.9425,62.184413,-7.5791224,8.2267993,-7.5791224
-1558.0807,0.93199807,0.56335139,2,7,0,1564.4212,62.983068,-8.6066959,8.1385087,-8.6066959
-1558.4499,0.97985117,0.56335139,3,7,0,1559.1353,62.731486,-7.822986,8.2710372,-7.822986
-1558.4426,0.91066632,0.56335139,3,7,0,1559.634,63.273179,-8.7461902,7.9476965,-8.7461902
-1559.8168,0.77171086,0.56335139,3,7,0,1562.6231,62.951464,-8.2095623,8.838143,-8.2095623
-1559.5475,1,0.56335139,2,3,0,1559.886,63.05983,-8.1615587,8.7915615,-8.1615587
-1560.4139,0.93489892,0.56335139,2,5,0,1561.7533,63.376892,-9.0503539,7.6698782,-9.0503539
-1558.5905,0.95096176,0.56335139,3,7,0,1561.7555,63.936451,-9.4084469,8.2376986,-9.4084469
-1558.5788,0.98194106,0.56335139,3,7,0,1559.607,62.890716,-7.7742024,8.4391806,-7.7742024
-1558.6814,0.99095336,0.56335139,3,7,0,1559.3047,63.922826,-9.4021745,8.4137328,-9.4021745
-1558.3788,0.67006036,0.56335139,2,3,0,1562.0808,63.311311,-8.7910802,8.5818397,-8.7910802
-1561.8186,0.81729588,0.56335139,2,3,0,1561.9798,63.56802,-9.4532183,9.079425,-9.4532183
-1560.9677,1,0.56335139,3,7,0,1562.6154,63.58701,-8.9633704,7.6201644,-8.9633704
-1559.2078,0.99351103,0.56335139,2,7,0,1561.6484,63.487249,-9.273694,8.714324,-9.273694
-1562.3198,0.81071954,0.56335139,3,7,0,1562.49,64.18966,-8.8563099,8.9262868,-8.8563099
-1562.4329,0.94394098,0.56335139,2,3,0,1563.5924,64.330031,-8.697925,8.7556083,-8.697925
-1561.8188,1,0.56335139,2,3,0,1562.7338,64.277333,-8.8665532,8.7697338,-8.8665532
-1561.7473,0.99703378,0.56335139,3,7,0,1563.0674,64.303855,-9.5030027,8.8742745,-9.5030027
-1560.535,0.97853889,0.56335139,3,7,0,1562.8441,63.123815,-7.6518278,7.8042396,-7.6518278
-1558.8045,1,0.56335139,2,3,0,1560.9738,62.891522,-7.7689911,8.0463977,-7.7689911
-1558.5831,0.80275943,0.56335139,1,3,0,1561.812,63.49551,-8.1873915,8.29031,-8.1873915
-1558.4166,0.90921024,0.56335139,2,7,0,1560.5615,62.738828,-8.4172616,8.1942992,-8.4172616
-1558.2648,0.99455423,0.56335139,3,7,0,1558.795,63.567475,-9.0558142,8.4967423,-9.0558142
-1559.8952,0.88402421,0.56335139,2,7,0,1560.6221,62.965072,-8.267429,7.7487501,-8.267429
-1558.3435,0.98190565,0.56335139,2,3,0,1560.612,62.812401,-7.9239651,8.1829386,-7.9239651
-1559.102,0.88478574,0.56335139,3,7,0,1559.9323,63.593837,-8.6742481,8.6755098,-8.6742481
-1558.366,0.92685585,0.56335139,2,7,0,1560.1247,62.702224,-8.1820085,8.2509219,-8.1820085
-1558.306,0.96712033,0.56335139,3,7,0,1558.8293,63.449623,-9.4696109,8.241579,-9.4696109
-1559.4066,0.92637105,0.56335139,2,3,0,1559.5773,63.432744,-9.9437886,8.2873966,-9.9437886
-1558.4738,0.96392775,0.56335139,3,7,0,1559.9564,62.840809,-7.747796,8.2505915,-7.747796
-1558.0359,0.98843809,0.56335139,2,7,0,1558.9322,63.472155,-9.2613681,8.3202502,-9.2613681
-1558.0383,0.9954129,0.56335139,3,15,0,1558.1745,62.942919,-8.5102532,8.181852,-8.5102532
-1558.7024,0.84313337,0.56335139,2,7,0,1559.8535,63.331526,-9.5230366,8.1310074,-9.5230366
-1558.3655,0.99725487,0.56335139,3,7,0,1559.2413,62.758668,-8.4101482,8.1894089,-8.4101482
-1558.9693,0.88415782,0.56335139,2,3,0,1559.7947,63.108926,-7.8093889,8.5534879,-7.8093889
-1562.0345,0.89209493,0.56335139,2,7,0,1562.6443,63.287698,-9.2812306,7.5515773,-9.2812306
-1561.5638,0.98397958,0.56335139,2,3,0,1563.6899,63.344059,-8.3949989,7.5687009,-8.3949989
-1563.6732,0.91811196,0.56335139,2,3,0,1564.0222,63.612533,-8.568051,7.428029,-8.568051
-1558.2666,1,0.56335139,2,3,0,1563.9158,63.149049,-9.1100264,8.1544005,-9.1100264
-1558.2487,0.98934004,0.56335139,2,7,0,1559.4185,62.97852,-8.4917448,8.0511859,-8.4917448
-1559.2252,0.84161536,0.56335139,2,3,0,1559.4096,62.717685,-8.8330922,8.0933769,-8.8330922
-1559.6957,0.99806088,0.56335139,3,7,0,1560.0946,64.066343,-9.173583,8.6023738,-9.173583
-1561.4012,0.9620756,0.56335139,2,3,0,1561.6748,63.664866,-10.194328,8.8383649,-10.194328
-1561.0892,0.93214329,0.56335139,2,3,0,1562.9339,63.546514,-9.8420487,8.8985552,-9.8420487
-1559.4573,0.95610771,0.56335139,2,3,0,1562.4017,64.01043,-8.9680742,8.5330751,-8.9680742
-1559.8381,0.8314139,0.56335139,1,3,0,1561.7438,63.595006,-9.7710242,8.7126018,-9.7710242
-1558.9569,0.89422288,0.56335139,3,7,0,1561.2612,63.785943,-9.0581864,7.9518302,-9.0581864
-1561.7361,0.52047615,0.56335139,2,3,0,1562.4929,63.14936,-10.157163,8.0329712,-10.157163
-1559.4403,0.8160546,0.56335139,2,7,0,1563.8613,64.132132,-9.4901993,8.064438,-9.4901993
-1559.7401,0.96680892,0.56335139,1,1,0,1559.8391,64.208571,-9.5588194,8.05323,-9.5588194
-1558.6558,0.96221206,0.56335139,2,3,0,1560.3963,63.517029,-9.7006203,8.2610829,-9.7006203
-1559.6927,0.94503532,0.56335139,2,7,0,1560.6514,63.185358,-8.0594267,8.7842866,-8.0594267
-1558.5821,0.97733822,0.56335139,2,3,0,1559.9511,63.199102,-8.1756749,8.5695452,-8.1756749
-1558.0969,0.99302492,0.56335139,2,3,0,1558.6758,63.229054,-8.4852539,8.4841729,-8.4852539
-1558.237,0.97542875,0.56335139,3,7,0,1559.1615,63.657097,-9.29339,8.4135305,-9.29339
-1558.4714,0.85973401,0.56335139,3,7,0,1559.523,63.526636,-9.1117782,7.97648,-9.1117782
-1558.1112,0.9944776,0.56335139,2,3,0,1558.5784,63.311289,-8.9709498,8.0614196,-8.9709498
-1558.6377,0.77402609,0.56335139,2,5,0,1559.9173,63.373398,-8.5540851,8.6253844,-8.5540851
-1558.0153,1,0.56335139,2,7,0,1558.786,62.96347,-8.3708697,8.3839279,-8.3708697
-1558.5418,0.92707456,0.56335139,3,7,0,1559.0525,62.801055,-8.4720227,8.0681522,-8.4720227
-1558.9748,0.7950638,0.56335139,3,7,0,1560.4709,62.586921,-8.5175414,8.3393184,-8.5175414
-1559.2566,0.96609307,0.56335139,3,7,0,1560.4839,63.298993,-7.914533,7.9816835,-7.914533
-1559.4729,1,0.56335139,3,7,0,1560.4001,62.327196,-7.8750733,8.2115667,-7.8750733
-1558.0199,1,0.56335139,2,3,0,1559.5493,63.161032,-8.2181563,8.3608908,-8.2181563
-1557.9207,0.99939236,0.56335139,2,7,0,1558.1468,63.337436,-9.0940458,8.2450916,-9.0940458
-1559.1804,0.91166586,0.56335139,2,3,0,1559.5022,63.618022,-9.4143603,7.8836691,-9.4143603
-1561.8265,0.83148884,0.56335139,2,3,0,1562.3261,63.645619,-9.9812076,7.6736562,-9.9812076
-1558.8211,1,0.56335139,3,7,0,1562.7311,63.97168,-9.5200574,8.415882,-9.5200574
-1559.5141,0.94141596,0.56335139,3,7,0,1560.3741,63.965626,-10.177001,8.3395243,-10.177001
-1559.7273,0.93101812,0.56335139,3,7,0,1560.5919,63.884751,-10.261563,8.2122892,-10.261563
-1559.5015,0.8934401,0.56335139,3,15,0,1561.1273,62.322352,-7.4936722,8.296455,-7.4936722
-1558.6029,1,0.56335139,3,7,0,1559.8505,62.91813,-7.8411016,8.0780662,-7.8411016
-1558.4914,0.89112047,0.56335139,2,7,0,1559.9602,63.423608,-8.2274639,8.4361273,-8.2274639
-1562.3095,0.68367773,0.56335139,3,7,0,1564.149,63.917883,-7.9410241,8.764673,-7.9410241
-1561.1647,0.75594527,0.56335139,2,3,0,1567.7432,62.733356,-8.0974312,9.0001826,-8.0974312
-1561.3728,0.8630797,0.56335139,2,7,0,1563.0891,62.406604,-8.6630804,8.7963862,-8.6630804
-1558.8359,1,0.56335139,2,3,0,1562.2173,63.497521,-8.1299815,8.1386342,-8.1299815
-1557.8983,0.99294729,0.56335139,3,7,0,1559.07,63.465412,-8.6928843,8.2158719,-8.6928843
-1559.2985,0.95609415,0.56335139,3,7,0,1560.0373,62.51264,-7.3752944,8.3928604,-7.3752944
-1561.2344,0.8205127,0.56335139,3,7,0,1563.2294,64.18956,-9.1400188,7.8072361,-9.1400188
-1557.9013,1,0.56335139,2,3,0,1561.5592,63.115227,-8.6757535,8.1618957,-8.6757535
-1560.352,0.93876659,0.56335139,3,7,0,1560.5586,62.363741,-7.0134674,8.1189685,-7.0134674
-1560.0208,0.99808783,0.56335139,2,3,0,1560.679,62.231796,-7.2362225,8.2414119,-7.2362225
-1558.6269,1,0.56335139,3,7,0,1560.8585,63.274244,-8.636182,8.6444589,-8.636182
-1557.9868,0.9916766,0.56335139,2,7,0,1558.9107,63.188163,-8.232478,8.3194922,-8.232478
-1558.4679,0.97210053,0.56335139,2,7,0,1558.8777,63.673273,-9.6433559,8.2898743,-9.6433559
-1558.1332,0.9997514,0.56335139,3,7,0,1558.8636,63.053503,-8.2216963,8.4480198,-8.2216963
-1559.0909,0.93599629,0.56335139,2,3,0,1559.3927,62.802482,-8.0698516,8.6669503,-8.0698516
-1560.5679,0.95742648,0.56335139,3,7,0,1561.5286,62.479549,-7.2702437,8.7443743,-7.2702437
-1558.4303,0.99150671,0.56335139,2,3,0,1561.0222,63.027764,-8.4716787,8.5739627,-8.4716787
-1559.7856,0.94644666,0.56335139,3,7,0,1560.2763,63.704312,-8.9560552,8.7981952,-8.9560552
-1558.5098,0.9985113,0.56335139,3,7,0,1559.8309,63.495434,-8.8815433,8.5924041,-8.8815433
-1561.1959,0.56287459,0.56335139,2,3,0,1562.1836,62.905562,-9.8624545,8.2522695,-9.8624545
-1561.3764,1,0.56335139,2,3,0,1562.5988,64.366257,-8.8436811,8.4968408,-8.8436811
-1559.5141,1,0.56335139,1,1,0,1560.9974,64.093663,-9.0496322,8.4658096,-9.0496322
-1559.3689,0.9628648,0.56335139,3,7,0,1564.1684,64.173341,-9.7709217,8.1832356,-9.7709217
-1559.3175,0.94935604,0.56335139,3,7,0,1560.3215,62.675566,-7.3547384,8.4552349,-7.3547384
-1558.1974,0.99498854,0.56335139,2,7,0,1559.731,63.290708,-9.1129102,8.4564241,-9.1129102
-1557.9933,0.96633743,0.56335139,2,7,0,1558.6942,63.189787,-8.9967926,8.2078554,-8.9967926
-1558.1278,0.9014067,0.56335139,2,3,0,1558.9606,63.545542,-8.5892653,8.3360647,-8.5892653
-1558.0764,0.96565247,0.56335139,2,3,0,1558.5,63.037985,-8.8385465,8.2082399,-8.8385465
-1559.7421,0.7731113,0.56335139,2,3,0,1563.4951,62.901291,-7.915306,7.8155115,-7.915306
-1558.1419,1,0.56335139,2,3,0,1559.7869,63.041247,-8.0971731,8.1497883,-8.0971731
-1558.2711,0.99783505,0.56335139,3,7,0,1558.3533,63.673259,-9.412112,8.3755515,-9.412112
-1557.7882,0.86884138,0.56335139,2,7,0,1559.2276,63.176679,-8.5638392,8.302829,-8.5638392
-1559.0567,0.85522565,0.56335139,2,3,0,1559.7106,63.111919,-8.4869699,7.8436184,-8.4869699
-1558.1846,0.88491786,0.56335139,3,7,0,1563.9389,63.464287,-9.1245141,8.4764016,-9.1245141
-1557.8553,0.99301562,0.56335139,3,7,0,1558.5057,63.297407,-8.8736295,8.3629413,-8.8736295
-1558.4804,0.92929386,0.56335139,2,5,0,1560.4165,63.766957,-9.6078456,8.3350518,-9.6078456
-1558.2134,0.97171685,0.56335139,3,7,0,1559.4284,63.185097,-8.7557661,8.5251292,-8.7557661
-1558.5327,0.92769918,0.56335139,3,7,0,1559.0801,62.729536,-8.4415458,8.4233546,-8.4415458
-1560.9764,0.90747008,0.56335139,2,3,0,1561.2226,62.838843,-7.4244084,7.7742326,-7.4244084
-1565.1708,0.48089079,0.56335139,3,7,0,1567.6967,62.418725,-9.8404501,8.7682229,-9.8404501
-1561.122,1,0.56335139,2,3,0,1565.0505,63.52774,-7.7962129,8.797357,-7.7962129
-1562.7892,0.97322814,0.56335139,3,7,0,1563.9499,63.759735,-10.02789,7.5809889,-10.02789
-1559.6062,0.7699535,0.56335139,2,3,0,1564.7581,63.590319,-10.019368,8.0777802,-10.019368
-1558.4418,0.99222698,0.56335139,2,3,0,1559.7303,63.778404,-9.5453108,8.1854258,-9.5453108
-1558.7412,0.6660475,0.56335139,3,7,0,1561.2712,63.873553,-9.6679574,8.134686,-9.6679574
-1558.3564,0.96706582,0.56335139,3,7,0,1559.513,62.762053,-8.3336032,8.1615428,-8.3336032
-1558.9541,0.95189323,0.56335139,3,7,0,1560.0641,63.54059,-9.6301862,8.5478517,-9.6301862
-1558.6289,1,0.56335139,3,7,0,1558.9731,63.480183,-9.4614958,8.5144568,-9.4614958
-1559.9201,0.77454769,0.56335139,3,7,0,1561.6556,63.531626,-8.3844178,8.7970201,-8.3844178
-1559.5793,0.91055651,0.56335139,2,7,0,1561.4485,62.618195,-8.9175004,8.2628977,-8.9175004
-1558.2685,1,0.56335139,2,3,0,1559.4061,62.804314,-8.492618,8.3264077,-8.492618
-1558.9799,0.91868711,0.56335139,2,7,0,1559.7591,63.902886,-8.7788998,8.3865695,-8.7788998
-1558.1416,0.98853437,0.56335139,3,15,0,1559.2997,63.623973,-9.2392642,8.1397687,-9.2392642
-1558.5972,0.95101582,0.56335139,2,3,0,1558.7173,63.54275,-9.6056758,8.1223174,-9.6056758
-1559.044,0.95091775,0.56335139,3,7,0,1559.6232,62.509996,-7.9476816,8.483029,-7.9476816
-1559.1311,0.98487333,0.56335139,3,7,0,1559.5512,63.882289,-9.5291507,7.9689413,-9.5291507
-1558.361,0.97211328,0.56335139,3,7,0,1560.5112,62.930621,-8.030896,8.4742341,-8.030896
-1558.8315,0.95019754,0.56335139,2,3,0,1559.3027,62.688487,-7.9604299,8.5456349,-7.9604299
-1558.8315,0.64129145,0.56335139,1,3,0,1561.523,62.688487,-7.9604299,8.5456349,-7.9604299
-1560.2571,0.71953727,0.56335139,2,3,0,1560.961,62.381774,-8.6289824,8.4727186,-8.6289824
-1563.8232,0.8018617,0.56335139,2,3,0,1564.438,62.224147,-9.3981759,8.4232659,-9.3981759
-1558.1287,1,0.56335139,3,7,0,1564.5014,62.994055,-8.2155289,8.4369757,-8.2155289
-1558.5693,0.8420123,0.56335139,3,7,0,1559.5961,62.679051,-7.8494989,8.1783543,-7.8494989
-1558.482,0.69042536,0.56335139,2,5,0,1561.5516,63.857254,-9.5272479,8.2504241,-9.5272479
-1557.8233,0.97513378,0.56335139,2,3,0,1558.6702,63.386963,-8.9666331,8.2903399,-8.9666331
-1558.0454,0.9770509,0.56335139,2,7,0,1558.3722,63.449796,-8.9803726,8.4466371,-8.9803726
-1558.0535,0.99965805,0.56335139,1,1,0,1558.0713,63.457026,-9.0043748,8.445812,-9.0043748
-1559.9484,0.80115608,0.56335139,3,7,0,1560.609,63.321784,-7.7705289,8.6781497,-7.7705289
-1559.4616,0.94423108,0.56335139,2,3,0,1561.1411,62.695957,-8.9672609,8.1572637,-8.9672609
-1557.9923,0.92796715,0.56335139,3,7,0,1560.9694,63.539043,-9.2023345,8.3204002,-9.2023345
-1559.6934,0.83062978,0.56335139,2,7,0,1561.1927,62.543079,-8.2573429,8.6727475,-8.2573429
-1559.0359,1,0.56335139,3,7,0,1560.2722,63.058973,-8.0101945,7.914754,-8.0101945
-1558.4149,0.95334029,0.56335139,3,7,0,1560.0409,63.656449,-9.6083547,8.2790234,-9.6083547
-1558.5407,0.99087668,0.56335139,2,3,0,1558.7333,63.801793,-9.6455675,8.3235401,-9.6455675
-1559.5316,0.90314871,0.56335139,2,3,0,1559.7097,63.800816,-10.153639,8.4009056,-10.153639
-1558.8071,0.98284108,0.56335139,3,7,0,1560.0476,63.399372,-8.1162722,8.0516103,-8.1162722
-1558.569,0.89509467,0.56335139,2,3,0,1559.8998,63.40331,-8.5490748,7.9509713,-8.5490748
-1558.3452,0.94535856,0.56335139,2,7,0,1559.3981,63.505995,-9.4236333,8.4240755,-9.4236333
-1559.6867,0.88919898,0.56335139,2,3,0,1560.1029,63.53669,-10.080028,8.4197699,-10.080028
-1560.8533,0.97090322,0.56335139,2,3,0,1561.3584,64.553524,-9.9230599,8.2112446,-9.9230599
-1559.9213,1,0.56335139,3,7,0,1561.4685,64.03355,-10.150701,8.5517812,-10.150701
-1559.0914,0.94937205,0.56335139,2,3,0,1560.7077,64.070297,-9.4640069,8.4291413,-9.4640069
-1560.0998,0.86529397,0.56335139,3,7,0,1562.4128,62.425929,-7.1764209,8.0636563,-7.1764209
-1558.2061,0.98034943,0.56335139,3,7,0,1560.9578,63.270529,-9.2633513,8.2341835,-9.2633513
-1558.5874,0.84653797,0.56335139,2,7,0,1559.8154,63.884755,-9.0071147,8.3025117,-9.0071147
-1558.3549,0.9992995,0.56335139,3,7,0,1558.8274,62.981939,-8.9563158,8.3501084,-8.9563158
-1557.9446,0.99327408,0.56335139,3,7,0,1558.7119,63.005127,-8.6300724,8.2758955,-8.6300724
-1558.3653,0.94548009,0.56335139,3,7,0,1558.9873,63.284807,-9.0862152,8.0183824,-9.0862152
-1558.4706,0.95219122,0.56335139,2,3,0,1559.357,63.255177,-8.3554059,7.9777312,-8.3554059
-1559.7605,0.7609789,0.56335139,2,3,0,1560.4345,62.725668,-8.6027331,7.8727207,-8.6027331
-1560.2983,1,0.56335139,2,3,0,1561.0998,62.647142,-8.0214855,7.7780548,-8.0214855
-1558.9181,0.99338711,0.56335139,2,3,0,1560.4649,62.919295,-8.128456,7.9186144,-8.128456
-1558.2839,0.92554577,0.56335139,3,7,0,1560.4924,63.227471,-9.2647119,8.2288256,-9.2647119
-1558.9722,0.94896411,0.56335139,3,7,0,1560.8287,62.502868,-8.0786253,8.4203328,-8.0786253
-1560.0945,0.96848258,0.56335139,2,3,0,1560.4904,62.724764,-7.6645519,8.7920989,-7.6645519
-1559.1855,0.88213686,0.56335139,3,7,0,1561.485,63.816126,-9.4475499,7.9220158,-9.4475499
-1560.1489,0.9374971,0.56335139,3,7,0,1561.1639,63.668877,-9.8536087,8.7519718,-9.8536087
-1560.7437,0.95833479,0.56335139,2,3,0,1560.9335,63.545877,-10.124207,8.7165126,-10.124207
-1560.3046,1,0.56335139,1,1,0,1560.8252,63.545939,-9.9977604,8.6949861,-9.9977604
-1562.2126,0.96092693,0.56335139,3,7,0,1562.8126,62.548754,-8.0306281,7.6015467,-8.0306281
-1564.1539,0.39390565,0.56335139,2,3,0,1567.689,63.063588,-6.5019909,7.981459,-6.5019909
-1559.2332,1,0.56335139,2,3,0,1564.0294,62.417681,-7.5739482,8.2275717,-7.5739482
-1559.3844,0.9967873,0.56335139,3,7,0,1559.7007,62.581728,-7.2651639,8.2786181,-7.2651639
-1559.1659,0.76302512,0.56335139,2,3,0,1562.9111,62.598174,-8.5193106,8.1011378,-8.5193106
-1558.211,0.87915555,0.56335139,3,7,0,1560.5621,62.926687,-8.7671471,8.2759552,-8.7671471
-1557.8818,0.98796435,0.56335139,2,7,0,1558.4044,63.067634,-8.3163039,8.2870541,-8.3163039
-1558.0459,0.91876693,0.56335139,3,7,0,1561.2078,62.961496,-8.1606811,8.3510702,-8.1606811
-1559.6366,0.77950478,0.56335139,2,7,0,1560.3126,62.837927,-9.3068388,8.4043653,-9.3068388
-1559.1848,1,0.56335139,2,3,0,1559.7688,62.94439,-9.2635285,8.4467279,-9.2635285
-1559.5362,0.98066804,0.56335139,2,7,0,1561.01,62.815315,-7.3213763,8.5020658,-7.3213763
-1558.1565,0.64771879,0.56335139,2,3,0,1563.2281,62.936473,-8.6616513,8.1706266,-8.6616513
-1559.5689,0.76382804,0.56335139,3,7,0,1561.3618,63.48834,-9.8615083,8.0102919,-9.8615083
-1562.5051,0.81039586,0.56335139,3,7,0,1564.7486,64.484921,-11.108794,8.2190817,-11.108794
-1563.4772,0.97197482,0.56335139,3,7,0,1564.8224,61.67973,-6.8868457,7.9802863,-6.8868457
-1558.1842,0.98129169,0.56335139,3,7,0,1564.8132,63.315341,-9.2780495,8.3355723,-9.2780495
-1558.9223,0.91433815,0.56335139,3,7,0,1559.1875,62.959165,-9.224913,8.2195419,-9.224913
-1559.2231,0.99279918,0.56335139,2,7,0,1559.3845,63.319387,-7.7427988,8.1660506,-7.7427988
-1558.3259,0.99719159,0.56335139,3,7,0,1559.5469,63.520119,-9.4804132,8.1722328,-9.4804132
-1558.3817,0.92315805,0.56335139,3,7,0,1559.4194,63.128883,-8.1214246,8.0493077,-8.1214246
-1559.0188,0.97124161,0.56335139,3,7,0,1559.1483,63.150695,-9.0587134,8.6645193,-9.0587134
-1559.3548,0.95840962,0.56335139,3,7,0,1560.6924,64.178659,-9.7449787,8.3620039,-9.7449787
-1560.003,0.9023393,0.56335139,3,7,0,1560.8224,63.378981,-9.8916352,8.6130658,-9.8916352
-1560.889,0.97990357,0.56335139,2,3,0,1561.7261,64.475457,-9.5667158,8.5248614,-9.5667158
-1559.7099,0.99770082,0.56335139,2,3,0,1561.3012,64.076457,-9.9101095,8.572636,-9.9101095
-1559.8638,0.94740149,0.56335139,3,7,0,1560.7114,62.513246,-7.5689807,7.9421494,-7.5689807
-1560.5771,0.94193015,0.56335139,3,7,0,1561.5613,63.789244,-10.028672,8.7764888,-10.028672
-1560.0625,0.98438868,0.56335139,3,7,0,1562.2493,62.703632,-7.0369426,8.1909418,-7.0369426
-1559.4739,1,0.56335139,2,3,0,1560.0831,62.480288,-7.2911835,8.2163528,-7.2911835
-1560.2655,0.89286114,0.56335139,2,3,0,1560.7951,62.112892,-7.735797,8.3217342,-7.735797
-1561.6966,0.97678391,0.56335139,2,3,0,1562.3226,61.801756,-7.2443263,8.3400838,-7.2443263
-1559.1753,0.99370032,0.56335139,3,7,0,1564.0431,63.192767,-8.4853619,8.7526161,-8.4853619
-1558.2619,0.99249747,0.56335139,2,7,0,1559.3514,63.124358,-8.951419,8.4686705,-8.951419
