# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 06:59:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-202604291459-1-808171.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-profile-202604291459-1-2e385e.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.357648
# Diagonal elements of inverse mass matrix:
# 0.310324, 0.433348
-31.441008,0.98939903,0.35764838,2,7,0,32.236327,0.24296517,-1.1554537,0.31491462
-31.467086,0.92233553,0.35764838,2,7,0,33.60398,-0.10434614,-0.23810909,0.78811671
-31.207137,0.86453213,0.35764838,1,3,0,32.934688,-0.39707104,-0.6335562,0.53070116
-31.086899,0.90193223,0.35764838,2,7,0,32.642245,-0.0018603793,-0.53719515,0.58438507
-31.303992,0.98072685,0.35764838,3,11,0,31.539966,-0.69238032,-0.25599886,0.77414285
-31.115214,0.91219449,0.35764838,2,3,0,32.227029,-0.66613262,0.011356296,1.011421
-32.506642,0.93669367,0.35764838,2,7,0,33.333686,-1.2718796,0.37750146,1.4586356
-32.042495,0.92295597,0.35764838,1,3,0,33.388506,-0.94113511,0.54544194,1.7253707
-30.850777,0.99093192,0.35764838,3,7,0,32.16327,-0.16361779,-0.55822666,0.57222291
-30.855875,0.9976884,0.35764838,2,3,0,30.86581,-0.18741349,-0.59297454,0.55268087
-30.865078,0.99931103,0.35764838,2,3,0,30.866546,-0.20313574,-0.60208464,0.54766875
-31.628563,0.94411223,0.35764838,2,7,0,31.937418,0.25236055,-0.68485569,0.50416298
-30.835295,0.99924362,0.35764838,2,7,0,32.046836,-0.24679455,-0.50720088,0.60217879
-31.793189,0.88735765,0.35764838,2,3,0,31.865989,-0.52575135,-0.68412881,0.50452958
-31.437361,0.99268769,0.35764838,2,3,0,32.00888,-0.037135405,-0.32908362,0.71958285
-31.755146,1,0.35764838,3,7,0,31.977345,0.10330713,-1.2466324,0.28747125
-31.736713,0.98603426,0.35764838,3,7,0,32.266083,0.45193389,-1.1443969,0.3184159
-31.50191,0.86564938,0.35764838,3,7,0,33.239942,-0.71854787,-0.31382908,0.7306439
-32.365839,0.92865957,0.35764838,2,7,0,32.927795,-0.031102709,-0.10184989,0.90316511
-33.16505,0.99736987,0.35764838,2,7,0,34.220758,-1.2996809,0.13250355,1.1416831
-32.157146,1,0.35764838,2,3,0,33.285503,-1.1680913,0.52070733,1.6832178
-31.901409,0.99653661,0.35764838,1,3,0,32.27171,-1.0336163,0.47150391,1.6024022
-30.856664,0.99026342,0.35764838,3,11,0,32.237161,-0.29394235,-0.3516465,0.70352877
-30.850954,0.90524595,0.35764838,2,3,0,31.612261,-0.29973443,-0.35644998,0.70015749
-32.550554,0.8999571,0.35764838,3,11,0,32.583497,-1.1917194,0.13778284,1.1477263
-32.294391,0.97771634,0.35764838,3,7,0,33.304929,-1.0805339,0.65532801,1.9257741
-31.189082,0.98636029,0.35764838,3,11,0,33.466532,-0.14047996,-0.87524979,0.41675791
-32.433129,0.87661607,0.35764838,2,7,0,32.635242,0.089854169,-0.23243009,0.79260516
-32.459382,1,0.35764838,2,7,0,32.584458,-0.67675259,-0.66697468,0.51325901
-33.852969,0.98790247,0.35764838,3,11,0,34.367204,0.79696764,-0.99383205,0.37015551
-32.574998,1,0.35764838,2,3,0,33.872816,0.59115895,-0.96297973,0.38175367
-31.262502,0.97895595,0.35764838,2,7,0,32.944754,0.21085723,-0.84044004,0.4315206
-33.04071,0.67591321,0.35764838,2,3,0,34.064863,0.25425057,-0.32539227,0.72224398
-33.55657,0.96666789,0.35764838,2,3,0,33.954436,0.33972605,-0.34897588,0.70541015
-33.778072,0.88955805,0.35764838,2,3,0,35.410569,-0.64297477,-0.97232321,0.37820337
-31.33128,1,0.35764838,3,7,0,34.483751,0.2581588,-0.91088476,0.40216825
-31.590079,0.97700095,0.35764838,3,7,0,31.885046,0.32788629,-1.2287492,0.29265841
-31.578419,0.97419207,0.35764838,3,7,0,31.908106,0.09827689,-1.183175,0.30630467
-31.415068,1,0.35764838,3,7,0,31.65912,0.28277719,-1.1120534,0.32888295
-31.536475,0.92870406,0.35764838,1,3,0,32.116202,0.29883094,-0.82390517,0.43871505
-31.179933,0.87800762,0.35764838,2,3,0,32.680113,0.078470686,-0.98446624,0.37363861
-30.914616,0.99605981,0.35764838,2,7,0,31.573706,-0.10719902,-0.51730615,0.59612425
-30.914616,0.4444827,0.35764838,1,3,0,35.589291,-0.10719902,-0.51730615,0.59612425
-32.371422,0.96174542,0.35764838,3,7,0,32.630145,-1.2442162,0.59146071,1.8066254
-30.916379,0.99613137,0.35764838,3,11,0,33.026173,-0.14458088,-0.45710511,0.63311379
-31.801279,0.93609708,0.35764838,3,11,0,32.861452,-1.0103427,0.12534899,1.133544
-31.177856,1,0.35764838,3,7,0,31.975805,-0.69003757,-0.16171944,0.85067983
-32.346134,0.93591619,0.35764838,3,15,0,33.641016,0.62827169,-1.1617558,0.31293626
-31.418221,0.97774831,0.35764838,2,3,0,32.587968,0.093302239,-1.1167588,0.32733905
-30.907576,0.9995176,0.35764838,4,15,0,31.707237,-0.32274714,-0.26833187,0.76465397
-31.043453,0.93266456,0.35764838,2,7,0,31.395586,-0.45076974,-0.48039613,0.61853832
-32.712074,0.90608772,0.35764838,3,9,0,34.078839,-1.3622675,0.66205752,1.9387773
-32.712074,0.67789057,0.35764838,1,3,0,35.10626,-1.3622675,0.66205752,1.9387773
-32.827472,1,0.35764838,2,3,0,32.931178,-1.3543856,0.80105,2.227879
-32.435289,1,0.35764838,2,3,0,32.825527,-1.2380716,0.66368142,1.9419282
-33.580591,0.79693239,0.35764838,3,7,0,34.915704,-1.3686698,1.0788513,2.9412989
-30.85598,1,0.35764838,3,15,0,33.781794,-0.20821958,-0.58354913,0.55791474
-30.928096,0.99951502,0.35764838,3,15,0,30.930149,-0.51058975,-0.23390967,0.7914333
-31.152,0.93173592,0.35764838,2,7,0,31.533995,-0.2937417,-0.15034493,0.86041115
-31.326507,0.999822,0.35764838,3,15,0,31.619855,0.01513437,-1.0387355,0.3539019
-31.129637,1,0.35764838,2,3,0,31.308762,0.14358024,-0.84582558,0.42920287
-31.846312,0.97676193,0.35764838,3,7,0,31.989811,0.45725899,-1.3253871,0.2657001
-32.319288,0.99363273,0.35764838,3,11,0,32.777161,-1.2091216,0.60987489,1.8402012
-31.333507,0.99369969,0.35764838,2,7,0,32.923738,-0.73345418,0.19119177,1.2106916
-31.219811,0.99811051,0.35764838,2,3,0,31.354333,-0.70629146,0.10882632,1.1149687
-31.50848,0.96806549,0.35764838,3,11,0,34.148925,0.33016674,-1.1570009,0.31442778
-31.503847,0.99198533,0.35764838,2,3,0,31.608921,0.21711163,-1.1920696,0.30359229
-31.189602,0.97710114,0.35764838,3,7,0,32.322679,0.17656147,-0.83854552,0.43233889
-31.257011,0.99394871,0.35764838,3,7,0,31.478609,0.070319428,-1.0296118,0.35714556
-33.518885,0.92155432,0.35764838,3,11,0,33.974456,-1.5552335,0.60756765,1.8359603
-33.229974,1,0.35764838,1,1,0,33.541039,-1.4912087,0.58889456,1.8019953
-30.905212,0.99298301,0.35764838,2,7,0,36.578948,-0.46006815,-0.20820869,0.81203755
